,Artist,Track,Popularity,Track_Number,Album_Name,Total_Tracks,Release_Date
36,Bizarrap,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",77,1,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",1,2021-06-09
37,Taylor Swift,22 (Taylor's Version),68,6,Red (Taylor's Version),30,2021-11-12
38,Two Friends,Life's Too Short,66,1,Life's Too Short,1,2021-12-03
39,BROCKHAMPTON,BANKROLL (feat. A$AP Rocky & A$AP Ferg),67,4,"ROADRUNNER: NEW LIGHT, NEW MACHINE",13,2021-04-09
40,Taylor Swift,cowboy like me,66,11,evermore (deluxe version),17,2021-01-07
41,Khalid,Open (feat. Majid Jordan),67,8,Scenic Drive (The Tape),9,2021-12-03
42,Topic,Chain My Heart,76,1,Chain My Heart,1,2021-06-11
43,Snoh Aalegra,LOST YOU,66,2,TEMPORARY HIGHS IN THE VIOLET SKIES,15,2021-07-09
44,TAEYEON,Weekend,70,1,Weekend,1,2021-07-06
45,Hotboii,Nobody Special (with Future),64,1,Nobody Special (with Future),1,2021-05-28
46,Pink Sweat$,At My Worst (feat. Kehlani),69,17,PINK PLANET,18,2021-02-12
47,Clean Bandit,Higher (feat. iann dior),71,1,Higher (feat. iann dior),1,2021-01-29
48,Penelope Scott,Self Care,64,6,Hazards,6,2021-08-27
0,Joyner Lucas,Late to the Party,66,1,Late to the Party,1,2021-10-08
1,Troye Sivan,could cry just thinkin about you - Full Version,70,1,could cry just thinkin about you (Full Version),1,2021-07-09
2,Brett Dennen,See the World,66,1,See the World,1,2021-04-23
3,TAEMIN,Advice,70,1,Advice - The 3rd Mini Album,5,2021-05-18
4,Wrabel,london (with Cam),65,1,london (with Cam),1,2021-12-10
5,Meek Mill,Intro (Hate On Me),66,1,Expensive Pain,18,2021-10-01
6,Kim Petras,Future Starts Now,67,1,Future Starts Now,1,2021-08-27
7,Lana Del Rey,Sweet Carolina,67,15,Blue Banisters,15,2021-10-22
8,ENHYPEN,Go Big or Go Home,74,5,DIMENSION : DILEMMA,8,2021-10-12
9,Taylor Swift,happiness,66,7,evermore (deluxe version),17,2021-01-07
10,ATEEZ,The Real - Heung Version,70,6,ZERO : FEVER EPILOGUE,10,2021-12-10
11,Alina Baraz,Alone With You,66,1,Alone With You,1,2021-07-22
12,Clean Bandit,Drive (feat. Wes Nelson),79,1,Drive (feat. Wes Nelson),1,2021-07-30
13,David Guetta,If You Really Love Me (How Will I Know),79,1,If You Really Love Me (How Will I Know),2,2021-07-02
14,Joyner Lucas,My Escape,66,1,My Escape,1,2021-12-17
15,Kelsea Ballerini,half of my hometown (feat. Kenny Chesney),62,1,half of my hometown,2,2021-03-26
16,NCT 127,Sticker,68,1,Sticker - The 3rd Album,11,2021-09-17
17,Taylor Swift,long story short,66,12,evermore (deluxe version),17,2021-01-07
18,Taylor Swift,coney island (feat. The National),66,9,evermore (deluxe version),17,2021-01-07
19,Tate McRae,wish i loved you in the 90s,66,6,TOO YOUNG TO BE SAD,6,2021-03-26
20,jxdn,SO WHAT!,65,12,Tell Me About Tomorrow,18,2021-07-02
21,Bruno Mars,After Last Night (with Thundercat & Bootsy Collins),65,4,An Evening With Silk Sonic,9,2021-11-11
22,Andrew Garfield,Swimming,67,9,"tick, tick... BOOM! (Soundtrack from the Netflix Film)",17,2021-11-12
23,GAYLE,abc (The Wild Remix),71,1,abc (The Wild Remix),1,2021-12-31
24,Still Woozy,Kenny,64,1,Kenny,1,2021-04-30
25,DJ Khaled,GREECE (feat. Drake),69,13,KHALED KHALED,14,2021-04-30
26,ITZY,SWIPE,74,2,Crazy in Love,16,2021-09-24
27,NF,LOST,65,6,CLOUDS (THE MIXTAPE),11,2021-03-26
28,Julia Michaels,Heaven,71,3,Broad Stories,4,2021-06-04
29,Meek Mill,Blue Notes 2 (feat. Lil Uzi Vert),65,1,Blue Notes 2 (feat. Lil Uzi Vert),1,2021-09-01
30,TWICE,LAST WALTZ,69,7,Formula of Love: O+T=<3,16,2021-11-12
31,jxdn,THINK ABOUT ME,65,3,Tell Me About Tomorrow,18,2021-07-02
32,Quinn XCII,My Wife & 2 Dogs,61,3,Change of Scenery II,12,2021-03-05
33,Matoma,Summer Feeling,68,1,Summer Feeling,1,2021-08-20
34,Sofía Reyes,Mal de Amores,74,1,Mal de Amores,1,2021-09-10
35,Jauz,Oceans & Galaxies,66,1,Oceans & Galaxies,1,2021-04-16
36,Soulja Boy,Rick & Morty,67,1,Rick & Morty,1,2021-06-14
37,Taylor Swift,You’re Not Sorry (Taylor’s Version),66,9,Fearless (Taylor's Version),26,2021-04-09
38,Halsey,honey,66,9,"If I Can’t Have Love, I Want Power",13,2021-08-27
39,Lana Del Rey,Thunder,67,10,Blue Banisters,15,2021-10-22
40,H.E.R.,Paradise (feat. Yung Bleu),65,13,Back of My Mind,21,2021-06-18
41,Justin Bieber,Deserve You,70,2,Justice,16,2021-03-19
42,Lucky Daye,How Much Can A Heart Take (feat. Yebba),64,2,Table For Two,7,2021-02-12
43,LAGOS,Mónaco,82,4,Clásicos,12,2021-05-28
44,girl in red,I'll Call You Mine,66,10,if i could make it go quiet,11,2021-04-30
45,SEVENTEEN,Ready to love,72,2,SEVENTEEN 8th Mini Album 'Your Choice',6,2021-06-18
46,MARINA,Venus Fly Trap,67,2,Ancient Dreams In A Modern Land,10,2021-06-11
47,88rising,Split,70,1,Split,1,2021-11-18
48,SAINt JHN,Just For Me (with SZA) - Space Jam: A New Legacy,67,1,Just For Me (Space Jam: A New Legacy),1,2021-06-11
0,French Montana,Push Start (with Coi Leray feat. 42 Dugg),66,14,They Got Amnesia,21,2021-11-19
1,Niall Horan,Everywhere (BBC Children In Need),72,1,Everywhere (BBC Children In Need),1,2021-11-19
2,Summer Walker,Broken Promises,63,16,Still Over It,20,2021-11-05
3,Kacey Musgraves,good wife,62,2,star-crossed,15,2021-09-10
4,BTS,Butter (Holiday Remix),72,1,Butter (Holiday Remix),1,2021-12-03
5,Morray,Bad Situations,63,1,Bad Situations,1,2021-09-24
6,John Mayer,Shouldn't Matter but It Does,68,2,Sob Rock,10,2021-07-16
7,David Guetta,"Family (feat. Bebe Rexha, Ty Dolla $ign & A Boogie Wit da Hoodie)",75,1,"Family (feat. Bebe Rexha, Ty Dolla $ign & A Boogie Wit da Hoodie)",1,2021-10-29
8,88rising,California (feat. Warren Hue),70,1,California (feat. Warren Hue),1,2021-05-27
9,Novo Amor,Haven (from Life Is Strange),69,1,Haven (from Life Is Strange),1,2021-03-18
10,Ed Sheeran,Stop The Rain,72,10,=,14,2021-10-29
11,Jackson Wang,LMLY,70,1,LMLY,3,2021-03-26
12,Alec Benjamin,The Way You Felt,69,1,The Way You Felt,1,2021-04-30
13,Jesy Nelson,Boyz (feat. Nicki Minaj),71,1,Boyz (feat. Nicki Minaj),1,2021-10-08
14,Bruno Mars,Skate,68,8,An Evening With Silk Sonic,9,2021-11-11
15,Nicki Minaj,Fractions,63,2,Beam Me Up Scotty,23,2021-05-14
16,"nothing,nowhere.",Pieces of You,66,1,Pieces of You,1,2021-10-06
17,BAEKHYUN,Bambi,69,2,Bambi - The 3rd Mini Album,6,2021-03-30
18,Woodkid,Guns for Hire (from the series Arcane League of Legends),68,6,Arcane League of Legends (Soundtrack from the Animated Series),11,2021-11-20
19,carpetgarden,Can Ghosts Be Gay?,64,5,The Way He Looks,8,2021-02-24
20,Sub Urban,PARAMOUR (feat. AURORA),69,1,PARAMOUR (feat. AURORA),1,2021-11-19
21,AJR,Bummerland,60,2,OK ORCHESTRA,13,2021-03-26
22,Scarlett Johansson,Stuck In A Moment You Can't Get Out Of,68,9,Sing 2 (Original Motion Picture Soundtrack),17,2021-12-17
23,Sech,PSL,74,6,42,11,2021-04-15
24,The Band CAMINO,I Think I Like You,62,4,The Band CAMINO,14,2021-09-10
25,Valley,Oh shit…are we in love?,66,1,Last Birthday,7,2021-10-01
26,Tiësto,"The Business, Pt. II",69,1,"The Business, Pt. II",2,2021-01-21
27,Weezer,All My Favorite Songs (feat. AJR),64,1,All My Favorite Songs (feat. AJR),1,2021-05-12
28,Tai Verdes,A-O-K - with 24kGoldn,63,1,A-O-K (with 24kGoldn),1,2021-09-10
29,Normani,Wild Side (feat. Cardi B) - Extended Version,64,2,Wild Side (feat. Cardi B),2,2021-07-22
30,Hippo Campus,Bad Dream Baby,63,1,Bad Dream Baby,1,2021-06-15
31,Holding Absence,Afterlife,66,4,The Greatest Mistake of My Life,12,2021-04-16
32,Taylor Swift,Better Man (Taylor's Version) (From The Vault),65,22,Red (Taylor's Version),30,2021-11-12
33,Flo Rida,Wait,68,1,Wait,1,2021-12-31
34,Ludovico Einaudi,Luminous,69,1,Luminous,1,2021-10-15
35,Taylor Swift,We Were Happy (Taylor’s Version) (From The Vault),66,23,Fearless (Taylor's Version),26,2021-04-09
36,Don Toliver,2AM,64,9,Life of a DON,16,2021-10-08
37,Jazmine Sullivan,Tragic,63,1,Tragic,1,2021-06-24
38,Omar Apollo,Bad Life (feat. Kali Uchis),64,1,Bad Life (feat. Kali Uchis),1,2021-11-03
39,Lakeyah,In Person (With OG Parker feat. Tyga),63,4,My Time (Gangsta Grillz: Special Edition),11,2021-09-24
40,Louis The Child,So What (feat. A R I Z O N A),64,1,So What (feat. A R I Z O N A),1,2021-04-30
41,Feid,FUMETEO - Remix,76,1,FUMETEO (Remix),1,2021-11-26
42,Ed Sheeran,Visiting Hours,74,12,=,14,2021-10-29
43,Justin Bieber,Lifetime,67,19,Justice (Triple Chucks Deluxe),22,2021-03-26
44,girl in red,Body And Mind,66,3,if i could make it go quiet,11,2021-04-30
45,Fresco Trey,Feel Good (feat. Lil Tjay),64,1,Feel Good (feat. Lil Tjay),1,2021-09-10
46,Taylor Swift,dorothea,66,8,evermore (deluxe version),17,2021-01-07
47,Rauw Alejandro,Cosa Guapa,73,8,VICE VERSA,14,2021-12-10
48,Culture Jam,Waves,63,2,Kawhi Leonard Presents: Culture Jam (Vol. 1),7,2021-10-22
0,The Neighbourhood,Softcore,91,5,Hard To Imagine The Neighbourhood Ever Changing,21,2018-11-02
1,girl in red,we fell in love in october,87,1,we fell in love in october / forget her,2,2018-11-21
2,Joji,SLOW DANCING IN THE DARK,86,2,BALLADS 1,12,2018-10-26
3,Kali Uchis,Dead To Me,83,7,Isolation,15,2018-04-06
4,Billie Eilish,lovely (with Khalid),89,1,lovely (with Khalid),1,2018-04-19
5,The Neighbourhood,You Get Me So High,84,9,Hard To Imagine The Neighbourhood Ever Changing,21,2018-11-02
6,Khalid,Better,79,6,Suncity,7,2018-10-18
7,Marshmello,Happier,85,1,Happier,1,2018-08-17
8,Meek Mill,Going Bad (feat. Drake),82,9,Championships,19,2018-11-30
9,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",79,13,Isolation,15,2018-04-06
10,Lauv,I Like Me Better,85,1,I met you when I was 18. (the playlist),17,2018-05-31
11,girl in red,i wanna be your girlfriend,82,1,i wanna be your girlfriend,1,2018-03-02
12,Zedd,The Middle,83,1,The Middle,1,2018-01-23
13,The Weeknd,Call Out My Name,83,1,"My Dear Melancholy,",7,2018-03-30
14,Joji,YEAH RIGHT,82,6,BALLADS 1,12,2018-10-26
15,Beach Bunny,Prom Queen,81,1,Prom Queen,5,2018-08-10
16,Alec Benjamin,Water Fountain,83,2,Narrated For You,12,2018-11-16
17,Cardi B,I Like It,82,7,Invasion of Privacy,13,2018-04-06
18,Dominic Fike,3 Nights,81,1,"Don't Forget About Me, Demos",6,2018-10-16
19,Lady Gaga,Shallow,86,12,A Star Is Born Soundtrack,34,2018-10-05
20,Drake,God's Plan,84,5,Scorpion,25,2018-06-29
21,Brent Faiyaz,Trust,79,3,Lost,6,2018-10-19
22,5 Seconds of Summer,Youngblood,83,1,Youngblood (Deluxe),16,2018-06-15
23,Beach Bunny,Sports,78,1,Sports,1,2018-01-01
24,Men I Trust,Show Me How,78,1,Show Me How,1,2018-02-28
25,Dean Lewis,Be Alright,82,1,Be Alright,1,2018-06-29
26,BETWEEN FRIENDS,affection,78,3,we just need some time together,5,2018-04-05
27,Alec Benjamin,Let Me Down Slowly,86,4,Narrated For You,12,2018-11-16
28,Troye Sivan,Strawberries & Cigarettes,84,1,Strawberries & Cigarettes,1,2018-03-16
29,Sia,Snowman,85,3,Everyday Is Christmas (Deluxe Edition),13,2018-11-01
30,Ariana Grande,God is a woman,81,5,Sweetener,15,2018-08-17
31,Aminé,REEL IT IN,79,3,ONEPOINTFIVE,13,2018-08-15
32,Calum Scott,Dancing On My Own,83,7,Only Human (Deluxe),14,2018-03-09
33,girl in red,girls,78,1,girls,1,2018-06-08
34,Summer Walker,Girls Need Love (with Drake) - Remix,78,13,Last Day Of Summer,13,2018-10-19
35,Dan + Shay,Speechless,75,7,Dan + Shay,11,2018-06-22
36,Bazzi,Mine,78,14,COSMIC,16,2018-04-12
37,Camila Cabello,Havana (feat. Young Thug),82,4,Camila,11,2018-01-12
38,Cardi B,Bodak Yellow,76,4,Invasion of Privacy,13,2018-04-06
39,Drake,Nice For What,79,4,Scorpion,25,2018-06-29
40,5 Seconds of Summer,Ghost Of You,80,13,Youngblood (Deluxe),16,2018-06-15
41,Charlie Puth,Attention,83,2,Voicenotes,13,2018-05-11
42,Jeremy Zucker,all the kids are depressed,80,1,glisten,4,2018-05-04
43,Ella Mai,Trip,76,13,Ella Mai,16,2018-10-12
44,Anne-Marie,2002,84,10,Speak Your Mind (Deluxe),18,2018-04-27
45,Jeremy Zucker,comethru,81,1,"summer,",5,2018-09-28
46,Halsey,Without Me,81,1,Without Me,1,2018-10-04
47,Cardi B,Thru Your Phone,74,12,Invasion of Privacy,13,2018-04-06
48,Ariana Grande,no tears left to cry,80,10,Sweetener,15,2018-08-17
0,6LACK,Pretty Little Fears (feat. J. Cole),78,6,East Atlanta Love Letter,14,2018-09-14
1,Sean Paul,No Lie,87,9,Mad Love The Prequel,9,2018-06-29
2,Alessia Cara,Out Of Love,78,11,The Pains Of Growing,15,2018-11-30
3,Future,Fine China,76,3,Future & Juice WRLD Present... WRLD ON DRUGS,16,2018-10-19
4,benny blanco,Eastside (with Halsey & Khalid),78,1,Eastside (with Halsey & Khalid),1,2018-07-12
5,Dominic Fike,Babydoll,75,3,"Don't Forget About Me, Demos",8,2018-10-16
6,Dan + Shay,Tequila,74,2,Dan + Shay,11,2018-06-22
7,King Princess,1950,76,1,1950,1,2018-02-23
8,Clairo,4EVER,74,1,4EVER,1,2018-04-27
9,Queen Naija,Medicine,72,1,Medicine,1,2018-06-08
10,Khalid,Love Lies (with Normani),76,1,Love Lies (with Normani),1,2018-02-14
11,Calvin Harris,One Kiss (with Dua Lipa),84,1,One Kiss (with Dua Lipa),1,2018-04-06
12,Khalid,OTW,76,1,OTW,1,2018-04-20
13,beabadoobee,Tired,75,2,Patched Up,7,2018-12-07
14,I DONT KNOW HOW BUT THEY FOUND ME,Choke,76,1,Choke,1,2018-08-24
15,Lonely God,Marlboro Nights,76,1,Marlboro Nights,1,2018-06-28
16,Migos,Walk It Talk It,78,6,Culture II,24,2018-01-26
17,Summer Walker,Girls Need Love,76,3,Last Day Of Summer,13,2018-10-19
18,Kacey Musgraves,Rainbow,74,13,Golden Hour,13,2018-03-30
19,Vance Joy,Saturday Sun,73,4,Nation of Two,13,2018-02-23
20,Billie Eilish,bitches broken hearts,76,1,bitches broken hearts,1,2018-03-30
21,Anson Seabra,Welcome to Wonderland,79,1,Welcome to Wonderland,1,2018-04-20
22,lovelytheband,broken,74,4,finding it hard to smile,16,2018-08-03
23,Jacquees,B.E.D.,74,5,4275 (Bonus Version),19,2018-09-07
24,Arizona Zervas,FML,75,2,Living Facts,3,2018-06-03
25,Bazzi,Fantasy,78,10,COSMIC,16,2018-04-12
26,The Chainsmokers,This Feeling,76,1,Sick Boy,10,2018-12-14
27,Joji,Will He,76,1,In Tongues (Deluxe),16,2018-02-14
28,Clairo,Hello?,73,1,diary 001,6,2018-05-25
29,Rich The Kid,Plug Walk,76,5,The World Is Yours,15,2018-03-30
30,LANCO,Greatest Love Story,71,4,Hallelujah Nights,11,2018-01-19
31,bülow,You & Jennifer,74,3,Damaged Vol. 2,3,2018-06-08
32,RL Grime,UCLA,74,13,NOVA,15,2018-07-27
33,Yung Gravy,Mr. Clean,72,7,Snow Cougar,7,2018-05-04
34,Marshmello,FRIENDS,82,1,FRIENDS,1,2018-02-09
35,BlocBoy JB,Look Alive (feat. Drake),76,1,Look Alive (feat. Drake),1,2018-02-09
36,benny blanco,Roses (with Juice WRLD feat. Brendon Urie),73,2,FRIENDS KEEP SECRETS,7,2018-12-07
37,Migos,MotorSport,75,17,Culture II,24,2018-01-26
38,Tyga,Taste (feat. Offset),77,1,Taste (feat. Offset),1,2018-05-16
39,Dominic Fike,3 Nights,75,1,"Don't Forget About Me, Demos",8,2018-10-16
40,Simple Plan,I'm Just a Kid,75,4,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",19,2018-04-06
41,Novo Amor,State Lines,76,7,Birthplace,10,2018-10-19
42,Two Feet,I Feel Like I'm Drowning,80,3,A 20 Something Fuck,8,2018-10-05
43,Megan Thee Stallion,Cognac Queen,73,5,Tina Snow,10,2018-12-21
44,Gucci Mane,Wake Up in the Sky,79,1,Wake Up in the Sky,1,2018-09-14
45,Migos,Stir Fry,73,9,Culture II,24,2018-01-26
46,George Ezra,Shotgun,79,4,Staying at Tamara's,11,2018-03-23
47,Clairo,How - demo,72,6,diary 001,6,2018-05-25
48,Diplo,Wish - Trippie Mix,71,3,LIFE'S A TRIP,14,2018-08-10
0,Diplo,Wish,69,4,California,6,2018-03-23
1,The Neighbourhood,Reflections,78,10,Hard To Imagine The Neighbourhood Ever Changing,21,2018-11-02
2,benny blanco,Eastside (with Halsey & Khalid),76,1,FRIENDS KEEP SECRETS,7,2018-12-07
3,Alec Benjamin,If We Have Each Other,77,1,Narrated For You,12,2018-11-16
4,The Marías,Cariño,71,1,Cariño,1,2018-08-17
5,Cavetown,Lemon Boy,73,1,Lemon Boy,13,2018-01-01
6,Au/Ra,Panic Room,74,1,Panic Room,1,2018-02-09
7,Shawn Mendes,In My Blood,78,1,Shawn Mendes,14,2018-05-25
8,Bazzi,Beautiful (feat. Camila Cabello),77,1,Beautiful (feat. Camila Cabello),1,2018-08-02
9,Teyana Taylor,Gonna Love Me,71,2,K.T.S.E.,8,2018-06-23
10,Teddy Hyde,Sex with a Ghost,72,6,Sock-Footed,13,2018-04-02
11,Lady Gaga,Always Remember Us This Way,81,9,A Star Is Born Soundtrack (Without Dialogue),19,2018-10-05
12,BLACKPINK,DDU-DU DDU-DU,78,1,SQUARE UP,4,2018-06-15
13,James Bay,Us,78,5,Electric Light,14,2018-05-18
14,Bebe Rexha,I'm a Mess,77,2,Expectations,14,2018-06-22
15,BTS,Euphoria,81,1,Love Yourself 結 'Answer',26,2018-08-24
16,Summer Walker,Deep,73,6,Last Day Of Summer,13,2018-10-19
17,Daniel Caesar,Who Hurt You?,73,1,Who Hurt You?,1,2018-10-16
18,Conan Gray,Lookalike,73,5,Sunset Season,5,2018-11-16
19,Ellie Goulding,Love Me Like You Do,81,17,Fifty Shades Freed (Original Motion Picture Soundtrack),22,2018-02-09
20,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",74,1,"King's Dead (with Kendrick Lamar, Future & James Blake)",1,2018-01-12
21,Migos,Narcos,74,3,Culture II,24,2018-01-26
22,Khalid,Saturday Nights,74,3,Suncity,7,2018-10-18
23,NOTD,So Close,74,1,So Close (feat. Georgia Ku),1,2018-11-02
24,FINNEAS,Let's Fall in Love for the Night,76,1,Let’s Fall In Love For The Night,1,2018-10-19
25,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),81,1,Nothing Breaks Like a Heart (feat. Miley Cyrus),1,2018-11-30
26,Doja Cat,Candy,74,8,Amala,13,2018-03-30
27,Matt Maltese,As the World Caves In,74,10,Bad Contestant,11,2018-06-08
28,flora cash,You're Somebody Else,77,1,You're Somebody Else,1,2018-06-19
29,Ariana Grande,breathin,75,9,Sweetener,15,2018-08-17
30,Kacey Musgraves,Slow Burn,71,1,Golden Hour,13,2018-03-30
31,Lil Wayne,Uproar,71,4,Tha Carter V,23,2018-09-28
32,YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",71,7,STAY DANGEROUS,15,2018-08-03
33,Cuco,Dontmakemefallinlove,70,2,Chiquito,6,2018-05-04
34,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",79,1,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",1,2018-09-28
35,Bea Miller,S.L.U.T.,72,12,aurora,14,2018-02-23
36,Marshmello,Spotlight,75,1,Spotlight,1,2018-01-12
37,KYLE,iSpy (feat. Lil Yachty),70,15,Light of Mine,15,2018-05-18
38,Nicki Minaj,Chun-Li,72,10,Queen,19,2018-08-10
39,BTS,FAKE LOVE,80,2,Love Yourself 轉 'Tear',11,2018-05-18
40,Bishop Briggs,River,78,2,Church Of Scars,10,2018-04-20
41,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),73,14,Expectations,14,2018-06-22
42,Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),71,12,Rolling Papers 2,25,2018-07-13
43,Louis The Child,Better Not (with Wafia),69,3,Kids At Play- EP,9,2018-10-26
44,Childish Gambino,Feels Like Summer,73,2,Summer Pack,2,2018-07-11
45,girl in red,summer depression,73,1,summer depression,1,2018-03-03
46,Cardi B,Be Careful,70,5,Invasion of Privacy,13,2018-04-06
47,Kacey Musgraves,Butterflies,70,3,Golden Hour,13,2018-03-30
48,Conan Gray,Crush Culture,71,3,Sunset Season,5,2018-11-16
0,Peach Pit,Alrighty Aphrodite,72,4,Being So Normal,9,2018-06-28
1,LANY,Malibu Nights,77,9,Malibu Nights,9,2018-10-05
2,Cavetown,Fool,71,4,Lemon Boy,13,2018-01-01
3,Ryan Caraveo,Ghost,70,1,At Least I Tried,15,2018-02-12
4,Lil Wayne,Scared of the Dark (feat. XXXTENTACION),74,11,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),13,2018-12-14
5,Joji,CAN'T GET OVER YOU (feat. Clams Casino),73,5,BALLADS 1,12,2018-10-26
6,Doja Cat,Go To Town,69,1,Amala,13,2018-03-30
7,TWICE,What is Love,78,4,Summer Nights,9,2018-07-09
8,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,76,1,Back To You (From 13 Reasons Why – Season 2 Soundtrack),1,2018-05-10
9,Lil Wayne,Mona Lisa (feat. Kendrick Lamar),70,8,Tha Carter V,23,2018-09-28
10,Childish Gambino,This Is America,73,1,This Is America,1,2018-05-06
11,Ozuna,Solita,78,1,Solita,1,2018-01-19
12,Camila Cabello,Never Be the Same,77,1,Camila,11,2018-01-12
13,Bazzi,Why,74,5,COSMIC,16,2018-04-12
14,Alec Benjamin,Boy In The Bubble,72,6,Narrated For You,12,2018-11-16
15,Kali Uchis,Just A Stranger (feat. Steve Lacy),69,3,Isolation,15,2018-04-06
16,Nicki Minaj,Barbie Tingz,70,1,Barbie Tingz,1,2018-04-12
17,Bas,Tribe (with J. Cole),72,3,Milky Way,14,2018-08-24
18,Cardi B,Bartier Cardi (feat. 21 Savage),69,10,Invasion of Privacy,13,2018-04-06
19,Shordie Shordie,Bitchuary,69,9,Captain Hook,9,2018-12-08
20,benny blanco,Roses (with Juice WRLD feat. Brendon Urie),69,1,Roses (with Juice WRLD feat. Brendon Urie),1,2018-12-05
21,The Weeknd,Wasted Times,72,3,"My Dear Melancholy,",7,2018-03-30
22,Maroon 5,What Lovers Do (feat. SZA),67,2,Red Pill Blues (Deluxe),16,2018-06-15
23,Kacey Musgraves,Golden Hour,69,12,Golden Hour,13,2018-03-30
24,Alec Benjamin,If I Killed Someone For You,73,10,Narrated For You,12,2018-11-16
25,keshi,like i need u,74,2,THE REAPER,4,2018-11-13
26,Bazzi,3:15,69,6,COSMIC,16,2018-04-12
27,Bazzi,Beautiful,72,13,COSMIC,16,2018-04-12
28,Drake,Finesse,73,5,Scorpion,25,2018-06-29
29,Ariana Grande,goodnight n go,73,13,Sweetener,15,2018-08-17
30,The Weeknd,Try Me,74,2,"My Dear Melancholy,",7,2018-03-30
31,Vance Joy,I'm with You,70,6,Nation of Two,13,2018-02-23
32,Strawberry Guy,F Song,70,1,F Song,1,2018-08-09
33,Kodaline,Brother,75,10,Politics of Living,12,2018-09-28
34,Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,68,16,Red Pill Blues (Deluxe),16,2018-06-15
35,Tiësto,Jackie Chan,75,1,Jackie Chan,1,2018-05-18
36,Ruel,Dazed & Confused,70,1,Dazed & Confused,1,2018-04-27
37,NOTD,I Wanna Know (feat. Bea Miller),71,1,I Wanna Know (feat. Bea Miller),1,2018-03-16
38,Shawn Mendes,Lost In Japan,74,6,Shawn Mendes,14,2018-05-25
39,Charlie Puth,How Long,75,4,Voicenotes,13,2018-05-11
40,Gucci Mane,Wake Up in the Sky,73,11,Evil Genius,18,2018-12-07
41,Witt Lowry,Into Your Arms (feat. Ava Max),82,1,Into Your Arms (feat. Ava Max),3,2018-06-08
42,Jubël,Dancing In The Moonlight (feat. NEIMY),76,1,Dancing In The Moonlight (feat. NEIMY),1,2018-06-22
43,Jacquees,You,70,19,4275 (Bonus Version),19,2018-09-07
44,Cardi B,I Do (feat. SZA),69,13,Invasion of Privacy,13,2018-04-06
45,Lewis Capaldi,Someone You Loved,77,3,Breach,4,2018-11-08
46,Julia Michaels,Heaven,74,5,Fifty Shades Freed (Original Motion Picture Soundtrack),22,2018-02-09
47,Kiana Ledé,EX,70,4,Selfless,7,2018-07-13
48,Ella Mai,Naked - Bonus Track,70,16,Ella Mai,16,2018-10-12
0,88rising,Midsummer Madness,73,5,Head In The Clouds,17,2018-07-20
1,Shawn Mendes,Fallin' All In You,76,2,Shawn Mendes,14,2018-05-25
2,Cautious Clay,Cold War,70,6,Blood Type,7,2018-02-21
3,Alina Baraz,Electric (feat. Khalid),70,9,The Color Of You,9,2018-04-06
4,Logic,Everyday,73,12,Bobby Tarantino II,13,2018-03-09
5,Lil Dicky,Freaky Friday (feat. Chris Brown),73,1,Freaky Friday (feat. Chris Brown),1,2018-03-15
6,Young Rising Sons,SAD (Clap Your Hands),69,1,SAD / Scatterbrain,2,2018-09-28
7,Tate McRae,Teenage Mind,71,1,Teenage Mind,1,2018-08-17
8,Dan + Shay,All To Myself,67,4,Dan + Shay,11,2018-06-22
9,UMI,Remember Me,71,1,Remember Me,1,2018-10-08
10,Molina,Hey Kids,71,1,Hey Kids,1,2018-04-20
11,Why Don't We,8 Letters,76,1,8 Letters,8,2018-08-31
12,The Weeknd,Pray For Me (with Kendrick Lamar),72,14,Black Panther The Album Music From And Inspired By,14,2018-02-09
13,K/DA,POP/STARS,76,1,POP/STARS,1,2018-11-03
14,Joji,WANTED U,71,4,BALLADS 1,12,2018-10-26
15,awfultune,Lvr Boy,70,1,Lvr Boy,1,2018-04-23
16,"Dream, Ivory",welcome and goodbye,69,1,welcome and goodbye,1,2018-03-31
17,KYLE,Playinwitme (feat. Kehlani),69,9,Light of Mine,15,2018-05-18
18,Surfaces,Heaven Falls / Fall on Me,69,1,Heaven Falls / Fall on Me,1,2018-08-24
19,Kali Uchis,Your Teeth In My Neck,68,5,Isolation,15,2018-04-06
20,gianni & kyle,5 shots,70,3,she's no angel,8,2018-11-01
21,Joji,TEST DRIVE,72,3,BALLADS 1,12,2018-10-26
22,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),77,1,Rewrite The Stars (with James Arthur & Anne-Marie),1,2018-10-25
