,Artist,Track,Popularity,Track_Number,Album_Name,Total_Tracks,Release_Date
1,Kygo,First Time,67,1,First Time,1,2017-04-28
2,Paramore,26,62,6,After Laughter,12,2017-05-12
3,Wrabel,Poetry,59,5,We Could Be Beautiful,5,2017-05-12
4,TAEYEON,Fine,71,1,My Voice - The 1st Album,12,2017-02-28
5,NF,3 A.M.,61,14,Perception,16,2017-10-06
6,Perfume Genius,Slip Away,59,2,No Shape,13,2017-05-05
7,John Mayer,Rosie,61,10,The Search for Everything,12,2017-04-14
8,Aminé,REDMERCEDES,60,1,REDMERCEDES,1,2017-03-03
9,Ed Sheeran,Bibia Be Ye Ye,66,14,÷ (Deluxe),16,2017-03-03
10,DPR LIVE,Text Me,62,3,Her,5,2017-12-07
11,Dove Cameron,Space Between,63,4,Descendants 2 (Original TV Movie Soundtrack),11,2017-07-21
12,Dean Lewis,Lose My Mind - Acoustic,57,2,Same Kind Of Different (Acoustic),6,2017-11-17
13,WILLOW,Warm Honey,59,7,The 1st,11,2017-10-31
14,Jesse & Joy,3 A.M.,72,1,3 A.M.,1,2017-08-18
15,Drake,Jorja Interlude,62,4,More Life,22,2017-03-18
16,YFN Lucci,Heartless (feat. Rick Ross & Bigga Rankin),56,2,Long Live Nut,9,2017-03-03
17,Kehlani,Distraction,55,3,SweetSexySavage (Deluxe),19,2017-01-27
18,Ozuna,Quiero Repetir,70,8,Odisea,16,2017-08-25
19,Lorde,Sober II (Melodrama),61,7,Melodrama,11,2017-06-16
20,Olivia O'Brien,Empty,56,1,Empty,1,2017-02-17
21,Jeezy,"American Dream (feat. J. Cole, Kendrick Lamar)",60,12,Pressure,13,2017-12-15
22,Yung Gravy,Rotisserie,60,1,Baby Gravy EP,5,2017-10-11
23,Chris Brown,Tempo,59,9,Heartbreak on a Full Moon,45,2017-10-31
24,NF,You're Special,62,9,Perception,16,2017-10-06
25,Phoebe Bridgers,Demi Moore,60,4,Stranger in the Alps,11,2017-09-22
26,BROCKHAMPTON,WASTE,60,17,SATURATION,17,2017-06-09
27,Halsey,Alone,58,5,hopeless fountain kingdom (Deluxe),16,2017-06-02
28,Louis The Child,Last To Leave (feat. Caroline Ailin),56,1,Last To Leave (feat. Caroline Ailin),1,2017-12-08
29,Axwell /\ Ingrosso,Sun Is Shining,72,7,More Than You Know,15,2017-07-28
30,Mother Mother,Back In School,61,4,No Culture (Deluxe),13,2017-02-10
31,Lawrence,Do You Wanna Do Nothing with Me?,59,1,Breakfast,12,2017-02-24
32,Phoebe Bridgers,You Missed My Heart,59,10,Stranger in the Alps,11,2017-09-22
33,Niall Horan,"Fool's Gold - Recorded At RAK Studios, London",63,2,Spotify Singles,2,2017-12-13
34,Cigarettes After Sex,Opera House,55,7,Cigarettes After Sex,10,2017-06-09
35,Polo & Pan,Canopée,67,3,Caravelle,12,2017-05-19
36,Big Sean,No Favors,59,4,I Decided.,14,2017-02-03
37,The Band CAMINO,My Thoughts On You,57,3,Heaven,4,2017-06-02
38,Dua Lipa,Hotter Than Hell,67,3,Dua Lipa (Deluxe),17,2017-06-02
39,Sylvan Esso,Radio,57,4,What Now,10,2017-04-28
40,Sik World,Idgaf,60,5,Still Lost,7,2017-12-11
41,Prince Royce,La Carretera,66,4,FIVE (Deluxe Edition),18,2017-02-24
42,Megan Thee Stallion,Stalli (Freestyle),57,1,Stalli (Freestyle),1,2017-12-04
43,G-Eazy,Sober,61,5,The Beautiful & Damned,20,2017-12-15
44,Two Feet,Had Some Drinks,68,1,Had Some Drinks,1,2017-05-19
45,Yebba,Evergreen,61,1,Evergreen,1,2017-10-27
46,Drake,Ice Melts,60,21,More Life,22,2017-03-18
47,G-Eazy,"No Limit REMIX (feat. A$AP Rocky, French Montana, Juicy J & Belly)",60,1,"No Limit REMIX (feat. A$AP Rocky, French Montana, Juicy J & Belly)",1,2017-12-13
48,Camila Cabello,Never Be the Same,65,1,Never Be the Same,1,2017-12-17
0,MadeinTYO,Skateboard P (feat. Big Sean),60,1,Skateboard P (feat. Big Sean),1,2017-02-15
1,Vigiland,Friday Night‬‬‬,70,1,Friday Night,1,2017-04-28
2,Silvestre Dangond,Cásate Conmigo,69,1,Cásate Conmigo,1,2017-09-15
3,Joji,Bitter Fuck,61,5,In Tongues,6,2017-11-03
4,Slushii,LUV U NEED U,62,1,LUV U NEED U,1,2017-06-12
5,Kygo,This Town (feat. Sasha Alex Sloan),63,4,Stargazing - EP,5,2017-09-21
6,Shallou,Begin (feat. Wales),64,2,All Becomes Okay,5,2017-05-12
7,Chris Webby,Rookie Of The Year,57,3,Wednesday,18,2017-12-20
8,Juke Ross,Colour Me,66,3,GREY,4,2017-11-10
9,BTS,Intro: Serendipity,65,1,Love Yourself 承 'Her',9,2017-09-18
10,Dave East,Phone Jumpin,60,4,Paranoia: A True Story,13,2017-08-18
11,Jacquees,B.E.D. - Remix,58,1,B.E.D. (Remix),1,2017-09-01
12,Mike WiLL Made-It,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",61,6,Ransom 2,17,2017-03-24
13,Sam Smith,No Peace,56,8,The Thrill Of It All (Special Edition),14,2017-11-03
14,Grace VanderWaal,Moonlight,65,1,Just The Beginning,12,2017-11-03
15,Drake,Nothings Into Somethings,61,13,More Life,22,2017-03-18
16,2 Chainz,Big Amount,58,8,Pretty Girls Like Trap Music,16,2017-06-16
17,Cold War Kids,So Tied Up,62,3,LA DIVINE,14,2017-04-07
18,Yves Tumor,Limerence,61,3,Mono No Aware,16,2017-03-17
19,Future,Mask Off (feat. Kendrick Lamar) - Remix,63,19,FUTURE,20,2017-06-30
20,Olivia O'Brien,Tequilawine,57,1,It's Not That Deep,5,2017-11-17
21,Chase Atlantic,Dancer in the Dark,63,4,Chase Atlantic,14,2017-10-04
22,Her's,Dorothy,59,1,Songs of Her's,9,2017-05-12
23,The Chainsmokers,Young,65,11,Memories...Do Not Open,12,2017-04-07
24,DNCE,Kissing Strangers,65,1,Kissing Strangers,1,2017-04-14
25,Ty Dolla $ign,Love U Better (feat. Lil Wayne & The-Dream),59,3,Beach House 3,20,2017-10-27
26,DJ Snake,A Different Way (with Lauv),67,1,A Different Way (with Lauv),1,2017-09-21
27,Future,My Collection,59,1,HNDRXX,19,2017-07-27
28,Big Thief,Shark Smile - Edit,60,1,Shark Smile (Edit),1,2017-05-08
29,PARTYNEXTDOOR,PEACE OF MIND,58,1,COLOURS 2,4,2017-06-02
30,Jhené Aiko,When We Love,57,6,Trip,22,2017-09-22
31,Bleachers,Goodmorning,57,2,Gone Now,12,2017-06-02
32,Norah Jones,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,65,1,Spotify Singles - Holiday,1,2017-11-29
33,Daniel Caesar,Transform (feat. Charlotte Day Wilson),59,9,Freudian,10,2017-08-25
34,Galantis,Tell Me You Love Me,58,5,The Aviary,12,2017-09-15
35,Sevyn Streeter,Before I Do,56,7,Girl Disrupted,13,2017-07-07
36,Stefflon Don,Hurtin' Me,65,1,Hurtin' Me,1,2017-08-10
37,DPR LIVE,Martini Blue,61,5,Her,5,2017-12-07
38,Natalia Lafourcade,Tú Sí Sabes Quererme (feat. Los Macorinos),68,1,"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos, Vol. 1)",12,2017-05-05
39,Måneskin,Somebody Told Me,71,6,Chosen,7,2017-12-08
40,BETWEEN FRIENDS,suburban wonderland,57,1,suburban wonderland,1,2017-07-14
41,Michael Jackson,Dirty Diana - 2012 Remaster,65,5,Scream,14,2017-09-27
42,Doobie,Rolling Up My Weed,56,1,Rolling Up My Weed,1,2017-11-24
43,Pitbull,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),54,1,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),1,2017-03-09
44,Cuco,Lava Lamp,57,6,Songs4u,9,2017-01-28
45,Xuitcasecity,Need Somebody,59,1,INDXGO,7,2017-08-08
46,Dylan Schneider,How Does It Sound,58,1,How Does It Sound,1,2017-07-21
47,CVBZ,Be Somebody,57,1,Be Somebody,1,2017-09-01
48,Lady A,You Look Good,58,2,Heart Break,13,2017-06-09
0,MISSIO,Bottom Of The Deep Blue Sea,61,5,Loner,11,2017-05-19
1,AJR,Turning Out,54,6,The Click,13,2017-06-09
2,Bleachers,Let's Get Married,57,7,Gone Now,12,2017-06-02
3,MAGIC GIANT,Window,56,5,In The Wind,15,2017-05-19
4,Khalid,Location,57,1,Location,1,2017-10-31
5,blackbear,make daddy proud,58,10,digital druglord,10,2017-04-21
6,melvitto,Stay (feat. Gabzy),67,2,soon.,5,2017-12-13
7,LOOΠΔ / ODD EYE CIRCLE,Girl Front,60,4,Max & Match,8,2017-10-31
8,Sam Smith,One Last Song,56,3,The Thrill Of It All (Special Edition),14,2017-11-03
9,Huncho Jack,Modern Slavery,60,1,"Huncho Jack, Jack Huncho",13,2017-12-21
10,Sam Grow,The Blame,56,1,The Blame,6,2017-05-19
11,Fitz and The Tantrums,Fool,57,1,Fitz and The Tantrums (Deluxe Edition),14,2017-07-24
12,The Maine,Don't Come Down,58,1,Lovely Little Lonely,12,2017-04-07
13,mansionz,Rich White Girls,58,9,Mansionz,13,2017-03-24
14,Dua Lipa,Blow Your Mind (Mwah),65,6,Dua Lipa (Deluxe),17,2017-06-02
15,Kid Quill,Small Talk,57,6,94.3 the Reel,17,2017-09-08
16,WALK THE MOON,Kamikaze,57,7,What If Nothing,13,2017-11-10
17,Sheppard,Coming Home,66,1,Coming Home,1,2017-11-10
18,Halsey,Heaven In Hiding,58,4,hopeless fountain kingdom (Deluxe),16,2017-06-02
19,MK,17,68,1,17,1,2017-09-01
20,Meek Mill,1942 Flows,59,5,Wins & Losses,17,2017-07-21
21,AILEE,I Will Go To You Like the First Snow,68,1,"Guardian (Original Television Soundtrack), Pt. 9",2,2017-01-07
22,Brent Faiyaz,First World Problemz / Nobody Carez,59,4,Sonder Son,12,2017-10-13
23,Ozuna,Bebé,65,12,Odisea,16,2017-08-25
24,TWICE,Knock Knock,65,1,Twicecoaster: Lane 2,9,2017-02-20
25,SLANDER,Superhuman,56,1,Superhuman,1,2017-06-23
26,Neck Deep,Wish You Were Here,71,8,The Peace And The Panic,11,2017-08-18
27,BTS,Outro: Her,63,9,Love Yourself 承 'Her',9,2017-09-18
28,POWERS,Closer,57,1,Closer,1,2017-05-05
29,Shawn Mendes,Roses,64,15,Illuminate (Deluxe),16,2017-04-20
30,Elliott Trent,The First Time,58,11,The Gentlemen's Club,11,2017-05-19
31,IU,Through the Night,66,8,Palette,10,2017-04-21
32,The Marías,Basta Ya,57,2,"Superclean, Vol. I",6,2017-11-03
33,G-Eazy,The Beautiful & Damned,59,1,The Beautiful & Damned,20,2017-12-15
34,Alvvays,Not My Baby,56,5,Antisocialites,10,2017-09-08
35,Martin Garrix,So Far Away (feat. Jamie Scott & Romy Dya),68,1,So Far Away (feat. Jamie Scott & Romy Dya),1,2017-12-01
36,Eyedress,Separation Anxiety,58,3,Manila Ice,15,2017-05-12
37,Luis Fonsi,Échame La Culpa,65,1,Échame La Culpa,1,2017-11-17
38,Julia Michaels,Worst In Me,57,3,Nervous System,7,2017-07-28
39,Bryce Vine,Bella (feat. Emma Zander),55,1,Bella (feat. Emma Zander),1,2017-11-30
40,George Ezra,"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",64,1,"White Christmas (Spotify Singles - Holiday, Recorded at Air Studios, London)",1,2017-11-29
41,Big Sean,Pull Up N Wreck (& Metro Boomin),58,4,Double Or Nothing (& Metro Boomin),10,2017-12-08
42,Her's,Speed Racer,58,5,Songs of Her's,9,2017-05-12
43,Logic,Black SpiderMan,59,12,Everybody,13,2017-05-05
44,John Mayer,Moving On and Getting Over,61,8,The Search for Everything,12,2017-04-14
45,Lana Del Rey,Tomorrow Never Came (feat. Sean Ono Lennon),61,13,Lust For Life,16,2017-07-21
46,Noelia,Tu,64,1,Noelia,10,2017-12-16
47,Nick Jonas,Find You,62,1,Find You,1,2017-09-14
48,Halsey,Devil In Me,58,15,hopeless fountain kingdom (Deluxe),16,2017-06-02
0,Diego Verdaguer,Tonta,71,12,Orgánico,13,2017-11-24
1,Danny Ocean,Dembow,74,1,Dembow,1,2017-12-08
2,Amber Mark,Lose My Cool - Franc Moody Remix,62,2,Lose My Cool (Remixes),2,2017-05-26
3,Noah Kahan,Young Blood - Acoustic,61,1,Young Blood (Acoustic),1,2017-03-31
4,Kiana Ledé,Fairplay,58,1,FairPlay,1,2017-10-27
5,The Chainsmokers,The One,63,1,Memories...Do Not Open,12,2017-04-07
6,bülow,Not A Love Song,60,2,Damaged Vol. 1,3,2017-11-03
7,SiR,Ooh Nah Nah (feat. Masego),60,1,Ooh Nah Nah (feat. Masego),1,2017-01-23
8,Dermot Kennedy,A closeness,61,1,Doves & Ravens,4,2017-04-14
9,Strawberry Switchblade,Trees and Flowers,58,2,1982 4 Piece Demo,3,2017-01-27
10,Joseph Vincent,Can't Take My Eyes Off You,70,1,Can't Take My Eyes Off You,1,2017-10-02
11,Marshmello,Silence - Illenium Remix,58,1,Silence (Illenium Remix),1,2017-10-12
12,Axwell /\ Ingrosso,Dreamer,68,13,More Than You Know,15,2017-07-28
13,Beach Fossils,May 1st,59,4,Somersault,11,2017-06-02
14,Young Rising Sons,Carry On - Acoustic,58,1,Carry On (Acoustic),1,2017-03-03
15,Cigarettes After Sex,Young & Dumb,54,10,Cigarettes After Sex,10,2017-06-09
16,BTS,MIC Drop (feat. Desiigner) [Steve Aoki Remix],61,1,MIC Drop (feat. Desiigner) [Steve Aoki Remix],1,2017-11-24
17,Natalia Lafourcade,Soledad y el Mar (feat. Los Macorinos),65,2,"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos, Vol. 1)",12,2017-05-05
18,Wale,MY PYT,56,12,Shine,14,2017-04-28
19,John Mayer,Emoji of a Wave,60,2,The Search for Everything,12,2017-04-14
20,Nothing But Thieves,Soda,63,6,Broken Machine (Deluxe),15,2017-09-08
21,Snoh Aalegra,Nothing Burns Like The Cold,61,9,FEELS,13,2017-10-20
22,BROCKHAMPTON,ZIPPER,59,2,SATURATION III,15,2017-12-15
23,Dua Lipa,Homesick,68,12,Dua Lipa (Deluxe),17,2017-06-02
24,Alan Walker,All Falls Down (feat. Juliander),68,1,All Falls Down (feat. Juliander),1,2017-10-27
25,Dove Cameron,You and Me,62,6,Descendants 2 (Original TV Movie Soundtrack),11,2017-07-21
26,Bazanji,Fed Up,66,1,Mixed Feelings,10,2017-11-18
27,Ty Dolla $ign,Ex (feat. YG),59,4,Beach House 3,20,2017-10-27
28,Chris Brown,Hope You Do,59,14,Heartbreak on a Full Moon,45,2017-10-31
29,Timeflies,Raincoat,57,1,Too Much,5,2017-08-25
30,Sam Smith,Palace,55,9,The Thrill Of It All (Special Edition),14,2017-11-03
31,Jai Wolf,Starlight,57,1,Starlight,1,2017-04-07
32,Tears For Fears,Head Over Heels,58,7,Rule The World: The Greatest Hits,16,2017-11-10
33,Jaden,Fallen,60,13,SYRE,17,2017-11-17
34,Slowdive,Sugar for the Pill,63,4,Slowdive,8,2017-05-05
35,Sabrina Claudio,Stand Still,60,6,About Time,12,2017-10-05
36,Río Roma,Todavía No Te Olvido (feat. Carlos Rivera),69,14,Eres la Persona Correcta en el Momento Equivocado (Deluxe Edition),26,2017-03-24
37,MØ,Nights With You,60,1,Nights With You,1,2017-04-21
38,NF,Know,58,12,Perception,16,2017-10-06
39,Ruth B.,Mixed Signals,60,1,Safe Haven,12,2017-05-05
40,Saint Mesa,Lion,61,1,Lion,1,2017-09-01
41,Fergie,M.I.L.F. $,61,7,Double Dutchess,13,2017-09-22
42,Alicia Keys,No One - Acoustic,69,1,Vault Volume 1,5,2017-04-07
43,Kurt Hugo Schneider,Just A Dream,65,1,Just A Dream,1,2017-11-14
44,Electric Guest,Dear To Me,56,4,Plural,11,2017-02-17
45,Shawn Mendes,Mercy - Acoustic,66,16,Illuminate (Deluxe),16,2017-04-20
46,Kasbo,Found You,56,1,Found You,1,2017-04-04
47,Yung Gravy,Forget Me Thots,57,3,Yung Gravity - EP,4,2017-04-20
48,Ozuna,Te Vas,64,1,Te Vas,1,2017-05-01
0,Future,Rent Money,58,1,FUTURE,20,2017-06-30
1,The Chainsmokers,Honest,61,9,Memories...Do Not Open,12,2017-04-07
2,Christina Grimmie,I Won't Give Up,63,4,Side B,4,2017-04-21
3,H.E.R.,Changes,56,11,H.E.R.,21,2017-10-20
4,Cigarettes After Sex,Truly,54,8,Cigarettes After Sex,10,2017-06-09
5,Lea Michele,Run to You,65,5,Places,11,2017-04-28
6,Jhené Aiko,New Balance,56,8,Trip,22,2017-09-22
7,Demi Lovato,You Don't Do It For Me Anymore,57,4,Tell Me You Love Me,12,2017-09-29
8,Bryson Tiller,Self-Made,58,8,True to Self,19,2017-05-26
9,Logan Mize,Somebody to Thank,57,1,Come Back Road,12,2017-07-28
10,Dean Lewis,Need You Now - Acoustic,55,5,Same Kind Of Different (Acoustic),6,2017-11-17
11,HAIM,Want You Back,53,1,Something to Tell You,11,2017-07-07
12,Kina Grannis,Iris,65,1,Iris,1,2017-03-10
13,Makeout,Crazy,58,2,The Good Life,12,2017-09-29
14,A R I Z O N A,Cross My Mind,57,6,GALLERY,12,2017-05-19
15,Halsey,Not Afraid Anymore,59,2,Fifty Shades Darker (Original Motion Picture Soundtrack),19,2017-02-10
16,VGR,"Jump Up, Super Star!",59,1,"Jump Up, Super Star!",2,2017-07-30
17,Vitamin String Quartet,Howl's Moving Castle - Merry Go Round of Life,62,7,The World of Studio Ghibli,12,2017-12-01
18,Kehlani,In My Feelings,56,15,SweetSexySavage (Deluxe),19,2017-01-27
19,NIKI,Chilly,62,1,Chilly,1,2017-12-18
20,Omar Apollo,Brakelights,56,1,Brakelights,1,2017-08-08
21,Nick Jonas,Bom Bidi Bom,59,8,Fifty Shades Darker (Original Motion Picture Soundtrack),19,2017-02-10
22,Andy Grammer,85,55,6,The Good Parts,13,2017-12-01
23,Pav Dharia,Na Ja,74,1,Na Ja,1,2017-02-21
24,Doobie,Kids on Drugs,55,1,Doobie 2 Treed 2,13,2017-01-20
25,Cigarettes After Sex,Flash,54,5,Cigarettes After Sex,10,2017-06-09
26,Lincoln,Smokey Eyes,57,2,A Constant State of Ohio,5,2017-01-27
27,Weezer,Feels Like Summer,56,3,Pacific Daydream,10,2017-10-27
28,DEAN,love,60,1,love,1,2017-05-19
29,Daniel Lee,Southern Mother Fucker,56,1,Southern Mother Fucker,1,2017-07-10
30,BTS,Come Back Home,62,1,Come Back Home,1,2017-07-04
31,St. Vincent,Los Ageless,58,5,MASSEDUCTION,13,2017-10-13
32,Pablo Alborán,"Y, ¿Si Fuera Ella? - + Es +",72,13,+ Es + (El Concierto / En Directo En El Estadio Vicente Calderón / 2017),13,2017-12-08
33,Ty Dolla $ign,Droptop in the Rain (feat. Tory Lanez),61,6,Beach House 3,20,2017-10-27
34,Dua Lipa,New Rules,52,10,Dua Lipa,12,2017-06-02
35,Hippo Campus,Monsoon,54,9,Landmark,13,2017-02-24
36,Chase Atlantic,Cassie,61,2,Chase Atlantic,14,2017-10-04
37,Meek Mill,Wins & Losses,59,1,Wins & Losses,17,2017-07-21
38,BOL4,To My Youth,68,5,Red Diary Page.1,5,2017-09-28
39,Two Feet,Twisted,66,4,Momentum,4,2017-06-09
40,WINNER,REALLY REALLY,65,1,FATE NUMBER FOR,2,2017-04-04
41,Niall Horan,On The Loose,62,1,Flicker (Deluxe),13,2017-10-20
42,JP Cooper,All This Love,64,4,Raised Under Grey Skies (Deluxe),20,2017-10-06
43,Henry Jamison,Real Peach,60,8,The Wilds,12,2017-10-27
44,Seth Ennis,Woke Up in Nashville,56,4,Mabelle - EP,5,2017-08-11
45,Scott Helman,Sweet Tooth,58,4,Hôtel de Ville,12,2017-05-12
46,Gucci Mane,Both (feat. Drake & Lil Wayne) - Remix,58,1,Both (feat. Drake & Lil Wayne) [Remix],1,2017-04-14
47,Giraffage,Maybes - RAC Mix,58,1,Too Real (Remixes),5,2017-12-05
48,Wolf Alice,Don't Delete The Kisses,54,4,Visions Of A Life,12,2017-09-29
0,TV Girl,Not Allowed,84,5,Who Really Cares,10,2016-02-25
1,Childish Gambino,Redbone,85,6,"""Awaken, My Love!""",11,2016-12-02
2,The Lumineers,Ophelia,78,2,Cleopatra,11,2016-04-08
3,James Arthur,Say You Won't Let Go,87,2,Back from the Edge,17,2016-10-28
4,The Weeknd,Die For You,84,17,Starboy,18,2016-11-25
5,Ricky Montgomery,Mr Loverman,82,8,Montgomery Ricky,10,2016-04-08
6,The Weeknd,Starboy,86,1,Starboy,18,2016-11-25
7,Bruno Mars,That's What I Like,84,4,24K Magic,9,2016-11-17
8,The Chainsmokers,Closer,87,1,Closer,1,2016-07-29
9,Rihanna,Needed Me,82,7,ANTI (Deluxe),16,2016-01-28
10,Ricky Montgomery,Line Without a Hook,84,2,Montgomery Ricky,10,2016-04-08
11,Frank Ocean,Ivy,81,2,Blonde,17,2016-08-20
12,Frank Ocean,Pink + White,82,3,Blonde,17,2016-08-20
13,Drake,One Dance,87,12,Views,20,2016-05-06
14,Frank Ocean,Nights,81,9,Blonde,17,2016-08-20
15,Rihanna,Love On The Brain,84,11,ANTI (Deluxe),16,2016-01-28
16,James Arthur,Train Wreck,84,6,Back from the Edge,17,2016-10-28
17,Daniel Caesar,Japanese Denim,79,2,Get You - Single,2,2016-10-21
18,Lukas Graham,7 Years,81,1,Lukas Graham,11,2016-04-01
19,Bruno Mars,24K Magic,81,1,24K Magic,9,2016-11-17
20,Cuco,Lover Is a Day,76,1,Wannabewithu,7,2016-07-09
21,The Weeknd,Die For You,79,17,Starboy,18,2016-11-24
22,Glass Animals,The Other Side Of Paradise,78,8,How To Be A Human Being,11,2016-08-26
23,Rae Sremmurd,Swang,79,13,SremmLife 2 (Deluxe),14,2016-08-12
24,DNCE,Cake By The Ocean,82,3,DNCE,14,2016-11-18
25,Hailee Steinfeld,Starving,80,1,Starving,1,2016-07-22
26,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",75,2,TROLLS (Original Motion Picture Soundtrack),13,2016-09-23
27,Eric Bellinger,G.O.A.T.,76,3,Eric B for President: Term 1,8,2016-09-09
28,Rachel Platten,Fight Song,80,5,Wildfire,12,2016-01-01
29,Frankie Cosmos,Fool,77,3,Next Thing,15,2016-04-01
30,PARTYNEXTDOOR,Come and See Me (feat. Drake),76,15,PARTYNEXTDOOR 3 (P3),16,2016-08-12
31,The Lumineers,Sleep On The Floor,72,1,Cleopatra,11,2016-04-08
32,Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",81,6,us,7,2016-03-25
33,The Weeknd,I Feel It Coming,81,18,Starboy,18,2016-11-25
34,TV Girl,Cigarettes out the Window,77,3,Who Really Cares,10,2016-02-25
35,The Lumineers,Cleopatra,72,3,Cleopatra,11,2016-04-08
36,KYLE,iSpy (feat. Lil Yachty),75,1,iSpy (feat. Lil Yachty),1,2016-12-02
37,ZAYN,PILLOWTALK,81,2,Mind Of Mine (Deluxe Edition),18,2016-03-25
38,Frank Ocean,Self Control,77,7,Blonde,17,2016-08-20
39,Tory Lanez,Say It,78,25,I Told You,28,2016-08-19
40,Rex Orange County,Corduroy Dreams,75,4,Bcos U Will Never B Free,10,2016-11-07
41,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),71,5,Nine Track Mind,12,2016-01-29
42,Childish Gambino,Me and Your Mama,75,1,"""Awaken, My Love!""",11,2016-12-02
43,Future,Low Life (feat. The Weeknd),77,10,EVOL,12,2016-04-13
44,Christian Leave,Please Notice,76,3,Hope,5,2016-07-01
45,Ariana Grande,Into You,71,4,Dangerous Woman,11,2016-05-20
46,The Chainsmokers,Don't Let Me Down,82,1,Don't Let Me Down,1,2016-02-05
47,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,74,13,"At Night, Alone.",18,2016-05-06
48,Drake,Feel No Ways,75,4,Views,20,2016-05-06
0,Calvin Harris,This Is What You Came For (feat. Rihanna),82,1,This Is What You Came For (feat. Rihanna),1,2016-04-29
1,PLVTINUM,Champagne & Sunshine,79,1,Champagne & Sunshine,1,2016-11-18
2,DJ Snake,Let Me Love You,84,13,Encore,14,2016-08-05
3,Rihanna,Work,79,4,ANTI (Deluxe),16,2016-01-28
4,The 1975,Somebody Else,75,10,"I like it when you sleep, for you are so beautiful yet so unaware of it",17,2016-02-26
5,Rae Sremmurd,Black Beatles,79,5,SremmLife 2 (Deluxe),14,2016-08-12
6,Jon Bellion,All Time Low,72,3,The Human Condition,14,2016-06-10
7,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),79,2,7/27 (Deluxe),12,2016-05-27
8,Rihanna,Sex With Me,75,16,ANTI (Deluxe),16,2016-01-28
9,Little Mix,Shout Out to My Ex,80,1,Glory Days (Expanded Edition),21,2016-11-18
10,Ariana Grande,Dangerous Woman,70,2,Dangerous Woman,11,2016-05-20
11,James Arthur,Can I Be Him,78,4,Back from the Edge,17,2016-10-28
12,Beyoncé,Formation,75,12,Lemonade,13,2016-04-23
13,Glass Animals,Take A Slice,74,9,How To Be A Human Being,11,2016-08-26
14,Rihanna,Desperado,75,5,ANTI (Deluxe),16,2016-01-28
15,The Weeknd,Reminder,76,4,Starboy,18,2016-11-25
16,Ariana Grande,Side To Side,69,5,Dangerous Woman,11,2016-05-20
17,Kevin Gates,Really Really,72,2,Islah (Deluxe),17,2016-01-29
18,6LACK,PRBLMS,75,3,FREE 6LACK,14,2016-11-18
19,JT Music,Join Us for a Bite,75,9,All Five Nights,12,2016-02-22
20,Olivia O'Brien,hate u love u,78,1,hate u love u,1,2016-12-09
21,Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",78,1,Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),1,2016-06-24
22,Sia,Cheap Thrills,72,6,This Is Acting (Deluxe Version),19,2016-10-21
23,Bruno Mars,Versace on the Floor,76,5,24K Magic,9,2016-11-17
24,Sia,Unstoppable,81,5,This Is Acting (Deluxe Version),19,2016-10-21
25,Sik World,7 Years (Remix),75,1,7 Years (Remix),1,2016-06-04
26,Jon Langston,All Eyes On Us,71,1,All Eyes On Us,1,2016-08-28
27,The Weeknd,Party Monster,75,2,Starboy,18,2016-11-25
28,Two Feet,Go Fuck Yourself,79,1,First Steps,4,2016-07-29
29,Martin Garrix,In the Name of Love,79,1,In the Name of Love,1,2016-07-29
30,Florida Georgia Line,H.O.L.Y.,72,4,Dig Your Roots,15,2016-08-26
31,Charlie Puth,One Call Away,68,1,Nine Track Mind,12,2016-01-29
32,Eric Bellinger,Drive By,71,6,Eric B for President: Term 1,8,2016-09-09
