,Track_Number,Total_Tracks,Year_Released,Month_Released,Popularity
0,3,6,2019,5,87
1,9,12,2019,11,87
2,2,26,2019,10,89
3,1,1,2019,8,87
4,2,12,2019,12,90
5,4,12,2019,5,88
6,4,11,2019,3,83
7,7,11,2019,8,83
8,12,26,2019,10,86
9,6,12,2019,12,87
10,6,6,2019,1,85
11,2,10,2019,11,83
12,1,1,2019,2,82
13,10,12,2019,2,87
14,11,32,2019,6,82
15,13,15,2019,11,86
16,3,12,2019,12,86
17,3,18,2019,8,84
18,2,14,2019,3,86
19,1,12,2019,12,85
20,5,12,2019,11,84
21,7,10,2019,10,81
22,9,10,2019,6,81
23,4,26,2019,10,85
24,13,15,2019,11,83
25,3,3,2019,8,80
26,1,3,2019,12,81
27,1,5,2019,4,79
28,7,14,2019,3,84
29,11,12,2019,2,84
30,1,1,2019,10,82
31,1,1,2019,7,78
32,1,10,2019,4,81
33,3,10,2019,11,80
34,1,1,2019,7,82
35,13,16,2019,4,78
36,13,14,2019,3,82
37,7,10,2019,1,81
38,1,14,2019,6,83
39,1,1,2019,11,84
40,24,26,2019,10,83
41,1,1,2019,12,82
42,13,19,2019,8,80
43,15,16,2019,3,78
44,8,18,2019,8,81
45,3,12,2019,11,80
46,2,12,2019,5,82
47,1,1,2019,9,80
48,14,14,2019,7,80
49,1,1,2019,10,82
50,6,9,2019,2,78
51,6,12,2019,11,79
52,10,12,2019,8,78
53,2,18,2019,8,80
54,3,12,2019,10,82
55,2,2,2019,6,80
56,12,14,2019,10,77
57,3,8,2019,7,76
58,3,10,2019,4,78
59,12,12,2019,12,80
60,1,1,2019,10,80
61,2,12,2019,8,78
62,2,2,2019,10,82
63,1,1,2019,6,82
64,9,9,2019,8,78
65,11,13,2019,9,80
66,2,10,2019,6,79
67,1,1,2019,6,78
68,1,1,2019,10,81
69,1,1,2019,6,76
70,1,1,2019,10,83
71,1,9,2019,11,83
72,1,1,2019,1,75
73,14,18,2019,8,79
74,12,12,2019,2,79
75,4,14,2019,3,79
76,12,14,2019,3,78
77,3,12,2019,5,80
78,1,1,2019,3,84
79,8,12,2019,12,79
80,2,20,2019,9,75
81,5,8,2019,5,77
82,1,12,2019,11,76
83,1,1,2019,8,79
84,1,18,2019,8,80
85,5,13,2019,7,78
86,3,7,2019,3,74
87,1,1,2019,2,80
88,9,11,2019,8,78
89,12,12,2019,11,77
90,1,1,2019,2,78
91,1,8,2019,6,82
92,9,11,2019,3,75
93,4,18,2019,8,78
94,4,14,2019,12,79
95,6,14,2019,3,78
96,3,12,2019,8,76
97,1,10,2019,5,75
98,11,14,2019,7,75
99,6,12,2019,4,74
100,2,7,2019,4,83
101,1,1,2019,6,79
102,4,8,2019,11,77
103,1,1,2019,5,74
104,5,12,2019,12,76
105,1,1,2019,6,83
106,1,1,2019,6,74
107,11,20,2019,7,76
108,1,1,2019,7,84
109,1,7,2019,10,75
110,6,26,2019,10,77
111,3,11,2019,4,77
112,16,18,2019,8,79
113,5,12,2019,3,79
114,1,2,2019,11,78
115,1,1,2019,11,75
116,15,16,2019,4,75
117,4,12,2019,12,78
118,3,15,2019,11,74
119,1,1,2019,1,79
120,7,10,2019,12,77
121,1,1,2019,6,78
122,10,14,2019,3,78
123,9,12,2019,12,76
124,2,14,2019,3,71
125,1,1,2019,8,73
126,1,1,2019,6,76
127,5,14,2019,3,77
128,1,1,2019,5,82
129,10,10,2019,10,74
130,5,11,2019,3,73
131,12,13,2019,11,73
132,5,17,2019,4,75
133,4,14,2019,5,71
134,3,42,2019,10,79
135,2,12,2019,4,79
136,1,1,2019,5,78
137,1,1,2019,11,75
138,2,12,2019,2,75
139,5,11,2019,8,73
140,2,16,2019,5,76
141,1,1,2019,6,76
142,1,20,2019,7,77
143,2,15,2019,7,79
144,8,20,2019,7,75
145,2,7,2019,10,73
146,1,1,2019,5,81
147,1,1,2019,8,75
148,5,19,2019,10,72
149,1,2,2019,11,79
150,1,1,2019,6,79
151,3,7,2019,9,75
152,3,19,2019,2,73
153,4,11,2019,5,71
154,9,15,2019,2,81
155,15,18,2019,8,76
156,6,10,2019,12,78
157,12,12,2019,3,79
158,6,12,2019,12,74
159,10,15,2019,1,78
160,2,11,2019,9,68
161,5,14,2019,8,77
162,6,20,2019,7,74
163,1,18,2019,8,74
164,1,16,2019,6,81
165,3,12,2019,4,68
166,6,12,2019,3,77
167,5,8,2019,11,75
168,2,10,2019,6,73
169,2,12,2019,11,73
170,1,15,2019,1,81
171,1,1,2019,10,82
172,1,1,2019,4,70
173,3,21,2019,8,71
174,12,13,2019,9,75
175,1,5,2019,4,78
176,1,1,2019,3,75
177,3,5,2019,7,73
178,1,1,2019,11,71
179,1,1,2019,8,78
180,3,14,2019,3,75
181,1,1,2019,8,72
182,13,14,2019,6,77
183,1,6,2019,4,78
184,7,12,2019,12,75
185,2,8,2019,7,71
186,11,18,2019,8,75
187,1,1,2019,5,77
188,10,18,2019,8,73
189,1,1,2019,7,77
190,1,1,2019,1,74
191,3,14,2019,6,74
192,1,1,2019,6,69
193,5,12,2019,1,71
194,2,2,2019,9,75
195,9,12,2019,2,73
196,5,51,2019,3,67
197,5,10,2019,4,75
198,1,1,2019,5,64
199,1,12,2019,4,73
200,7,11,2019,4,68
201,4,12,2019,11,68
202,11,12,2019,12,72
203,1,1,2019,8,67
204,6,13,2019,5,68
205,5,7,2019,7,68
206,10,10,2019,11,68
207,6,18,2019,5,68
208,1,1,2019,5,77
209,1,1,2019,5,67
210,13,16,2019,5,69
211,10,17,2019,4,68
212,1,13,2019,11,67
213,1,1,2019,11,70
214,1,2,2019,6,68
215,4,8,2019,5,67
216,3,9,2019,10,63
217,8,13,2019,9,69
218,12,16,2019,2,71
219,3,13,2019,9,64
220,1,1,2019,8,70
221,1,1,2019,5,71
222,3,12,2019,6,75
223,1,1,2019,12,71
224,5,8,2019,8,64
225,5,12,2019,9,66
226,2,9,2019,12,66
227,14,14,2019,6,66
228,1,1,2019,11,72
229,9,13,2019,9,68
230,2,10,2019,10,68
231,1,1,2019,6,73
232,1,6,2019,1,66
233,1,14,2019,8,70
234,4,13,2019,5,67
235,1,1,2019,3,67
236,1,1,2019,6,67
237,2,13,2019,7,66
238,1,1,2019,8,77
239,2,12,2019,7,72
240,14,17,2019,10,73
241,2,14,2019,7,69
242,3,17,2019,9,66
243,2,14,2019,8,70
244,4,20,2019,7,68
245,1,1,2019,4,67
246,4,7,2019,12,68
247,4,10,2019,11,67
248,11,17,2019,4,67
249,14,14,2019,3,70
250,9,12,2019,1,65
251,1,1,2019,6,75
252,12,14,2019,5,65
253,2,10,2019,12,67
254,2,4,2019,7,70
255,1,1,2019,6,65
256,1,12,2019,2,70
257,1,2,2019,5,69
258,2,6,2019,10,72
259,1,1,2019,9,63
260,1,1,2019,12,64
261,3,21,2019,9,67
262,4,10,2019,10,67
263,3,13,2019,10,74
264,1,1,2019,2,68
265,4,14,2019,5,70
266,1,1,2019,7,65
267,2,9,2019,10,66
268,1,1,2019,11,70
269,2,2,2019,8,71
270,1,6,2019,5,71
271,1,1,2019,8,69
272,4,7,2019,4,74
273,1,5,2019,11,65
274,1,12,2019,1,70
275,3,6,2019,6,65
276,1,1,2019,3,79
277,5,13,2019,9,68
278,1,1,2019,10,67
279,13,20,2019,7,69
280,2,10,2019,4,67
281,1,1,2019,5,67
282,1,1,2019,6,70
283,1,2,2019,11,73
284,8,14,2019,3,64
285,3,11,2019,8,67
286,1,9,2019,5,75
287,2,11,2019,5,68
288,2,8,2019,10,73
289,3,10,2019,3,69
290,7,7,2019,4,73
291,1,1,2019,11,72
292,12,12,2019,8,67
293,4,7,2019,9,69
294,1,1,2019,11,68
295,2,18,2019,9,65
296,1,1,2019,11,65
297,1,1,2019,11,70
298,3,15,2019,11,67
299,1,1,2019,12,73
300,1,1,2019,11,75
301,1,6,2019,12,61
302,10,13,2019,9,67
303,11,12,2019,11,66
304,1,1,2019,9,66
305,3,18,2019,11,69
306,1,1,2019,4,68
307,1,1,2019,1,60
308,5,13,2019,5,65
309,1,3,2019,10,66
310,8,14,2019,8,68
311,1,4,2019,5,64
312,2,12,2019,1,68
313,8,26,2019,10,70
314,1,1,2019,12,64
315,1,1,2019,5,67
316,2,14,2019,6,66
317,14,15,2019,10,64
318,1,1,2019,6,80
319,1,1,2019,8,66
320,9,16,2019,8,64
321,6,12,2019,9,65
322,1,4,2019,5,71
323,1,1,2019,8,65
324,10,14,2019,11,66
325,4,10,2019,6,66
326,1,2,2019,8,64
327,9,20,2019,7,67
328,1,1,2019,7,71
329,1,12,2019,5,71
330,1,1,2019,3,67
331,2,14,2019,8,66
332,8,13,2019,5,64
333,1,1,2019,11,71
334,3,6,2019,5,71
335,5,12,2019,5,67
336,7,12,2019,11,66
337,2,9,2019,5,75
338,1,1,2019,2,70
339,1,1,2019,6,77
340,4,14,2019,8,65
341,1,1,2019,1,68
342,1,1,2019,5,65
343,12,12,2019,2,63
344,16,16,2019,10,70
345,4,13,2019,9,61
346,5,12,2019,7,66
347,1,1,2019,5,68
348,7,12,2019,2,67
349,6,14,2019,8,70
350,2,8,2019,6,68
351,1,1,2019,5,67
352,2,4,2019,5,63
353,11,17,2019,9,64
354,7,13,2019,9,67
355,3,13,2019,3,77
356,6,7,2019,4,72
357,1,1,2019,12,67
358,1,1,2019,11,68
359,3,13,2019,9,66
360,15,20,2019,7,68
361,8,9,2019,10,61
362,1,14,2019,8,66
363,9,13,2019,9,67
364,2,6,2019,11,64
365,1,1,2019,2,69
366,12,16,2019,4,64
367,1,1,2019,9,74
368,11,36,2019,8,66
369,1,1,2019,10,63
370,1,1,2019,7,64
371,1,1,2019,9,64
372,2,10,2019,6,65
373,1,1,2019,5,70
374,9,12,2019,12,65
375,2,11,2019,10,70
376,5,9,2019,2,66
377,1,1,2019,7,70
378,1,10,2019,10,65
379,1,5,2019,5,63
380,3,8,2019,8,62
381,1,1,2019,10,68
382,8,38,2019,3,66
383,3,11,2019,8,64
384,16,19,2019,8,62
385,16,16,2019,4,68
386,1,11,2019,4,65
387,1,1,2019,7,65
388,9,10,2019,4,64
389,4,15,2019,5,66
390,11,17,2019,7,73
391,7,14,2019,10,71
392,1,1,2019,2,65
393,3,12,2019,8,65
394,4,4,2019,10,66
395,1,13,2019,9,66
396,2,4,2019,11,69
397,7,12,2019,1,62
398,10,14,2019,4,65
399,5,8,2019,6,63
400,3,17,2019,8,65
401,1,1,2019,12,64
402,6,19,2019,3,65
403,4,6,2019,1,68
404,6,17,2019,9,62
405,8,12,2019,11,66
406,1,1,2019,11,64
407,1,1,2019,8,72
408,10,10,2019,4,63
409,14,14,2019,8,70
410,6,7,2019,5,69
411,13,13,2019,9,65
412,4,14,2019,9,62
413,2,13,2019,9,60
414,4,12,2019,5,71
415,3,14,2019,8,68
416,1,2,2019,1,64
417,3,12,2019,4,74
418,17,17,2019,8,69
419,4,12,2019,2,63
420,13,15,2019,2,72
421,1,1,2019,2,72
422,1,1,2019,10,73
423,2,12,2019,5,64
424,2,11,2019,4,63
425,13,14,2019,3,61
426,1,1,2019,3,64
427,2,5,2019,4,69
428,3,17,2019,9,62
429,10,20,2019,7,66
430,2,9,2019,11,69
431,1,1,2019,4,65
432,6,13,2019,9,66
433,1,1,2019,11,68
434,2,2,2019,9,63
435,1,1,2019,10,63
436,1,2,2019,12,65
437,14,19,2019,3,64
438,3,5,2019,8,63
439,2,5,2019,3,70
440,1,1,2019,9,71
441,17,40,2019,11,71
442,1,1,2019,9,64
443,9,13,2019,1,65
444,2,9,2019,8,62
445,4,4,2019,2,71
446,1,1,2019,6,70
447,14,16,2019,10,68
448,11,16,2019,2,66
449,7,9,2019,10,64
450,1,1,2019,10,67
451,1,1,2019,6,65
452,4,16,2019,10,66
453,4,12,2019,4,68
454,6,10,2019,10,64
455,1,1,2019,9,73
456,4,5,2019,3,69
457,1,1,2019,12,74
458,9,14,2019,4,65
459,2,2,2019,6,63
460,1,1,2019,11,63
461,3,8,2019,10,61
462,3,10,2019,5,62
463,2,15,2019,1,67
464,5,20,2019,7,65
465,2,16,2019,10,63
466,10,37,2019,5,64
467,1,1,2019,6,62
468,17,18,2019,11,72
469,1,1,2019,3,77
470,2,2,2019,1,64
471,9,9,2019,11,66
472,1,1,2019,3,64
473,15,15,2019,8,66
474,1,1,2019,7,65
475,4,17,2019,9,61
476,14,20,2019,7,65
477,2,2,2019,4,69
478,14,15,2019,11,68
479,7,12,2019,5,67
480,3,13,2019,4,67
481,2,4,2019,5,69
482,11,14,2019,8,67
483,4,11,2019,4,62
484,1,1,2019,6,66
485,9,14,2019,8,67
486,1,11,2019,6,65
487,1,1,2019,12,69
488,4,17,2019,4,64
489,1,1,2019,5,66
490,1,1,2019,5,66
491,3,10,2019,6,64
492,13,13,2019,4,70
493,1,1,2019,10,68
494,6,15,2019,10,62
495,10,12,2019,11,63
496,17,21,2019,8,62
497,7,20,2019,7,64
498,6,17,2019,4,63
499,5,9,2019,10,59
500,1,1,2019,5,62
501,8,15,2019,7,69
502,2,18,2019,5,63
503,19,19,2019,2,62
504,3,14,2019,8,63
505,4,6,2019,11,63
506,3,14,2019,3,68
507,4,4,2019,11,69
508,1,5,2019,8,66
509,23,26,2019,10,67
510,1,1,2019,6,63
511,10,12,2019,11,64
512,2,9,2019,7,63
513,3,16,2019,10,63
514,1,1,2019,6,60
515,1,1,2019,5,63
516,1,1,2019,12,75
517,1,1,2019,6,62
518,1,1,2019,1,64
519,9,10,2019,10,62
520,17,20,2019,7,64
521,16,16,2019,10,65
522,2,15,2019,5,63
523,3,11,2019,5,61
524,1,1,2019,4,64
525,2,18,2019,5,64
526,1,1,2019,10,71
527,2,2,2019,11,61
528,1,9,2019,4,64
529,7,15,2019,2,74
530,12,18,2019,4,60
531,9,10,2019,6,63
532,7,12,2019,6,66
533,2,13,2019,7,61
534,1,1,2019,4,61
535,13,15,2019,11,64
536,5,10,2019,8,61
537,1,1,2019,12,64
538,1,1,2019,4,65
539,1,1,2019,3,64
540,1,8,2019,6,66
541,7,12,2019,4,67
542,1,1,2019,10,64
543,1,12,2019,3,63
544,17,21,2019,9,64
545,1,1,2019,6,64
546,5,12,2019,6,65
547,2,4,2019,3,69
548,17,20,2019,1,64
549,1,1,2019,5,69
550,16,20,2019,7,63
551,1,1,2019,8,67
552,6,16,2019,1,59
553,2,10,2019,5,63
554,1,1,2019,10,64
555,1,1,2019,10,60
556,1,1,2019,2,67
557,1,1,2019,3,64
558,2,13,2019,9,59
559,7,15,2019,7,67
560,1,1,2019,11,67
561,17,17,2019,4,65
562,1,1,2019,9,68
563,5,7,2019,9,65
564,6,37,2019,5,65
565,1,1,2019,10,62
566,2,17,2019,8,63
567,2,17,2019,4,63
568,1,1,2019,3,63
569,2,2,2019,3,63
570,1,1,2019,3,62
571,1,1,2019,7,62
572,6,7,2019,10,62
573,4,10,2019,4,69
574,3,5,2019,6,67
575,8,25,2019,11,67
576,1,1,2019,11,63
577,2,14,2019,4,67
578,3,14,2019,7,64
579,3,17,2019,8,69
580,2,5,2019,6,64
581,18,18,2019,11,63
582,1,6,2019,5,65
583,1,1,2019,10,62
584,2,12,2019,9,61
585,1,2,2019,2,70
586,6,7,2019,10,67
587,1,13,2019,9,59
588,13,13,2019,11,65
589,1,1,2019,2,68
590,1,1,2019,4,66
591,1,1,2019,5,64
592,1,1,2019,9,76
593,11,16,2019,9,59
594,17,23,2019,8,66
595,8,13,2019,7,61
596,1,1,2019,8,67
597,2,7,2019,3,70
598,1,2,2019,3,70
599,1,3,2019,10,64
600,1,11,2019,8,62
601,1,1,2019,10,64
602,7,10,2019,6,63
603,9,12,2019,4,74
604,1,1,2019,1,65
605,1,1,2019,9,73
606,1,1,2019,5,68
607,1,1,2019,1,76
608,4,12,2019,4,58
609,1,1,2019,8,74
610,1,11,2019,3,61
611,6,14,2019,8,62
612,1,5,2019,1,62
613,7,13,2019,3,62
614,6,10,2019,1,65
615,2,3,2019,8,62
616,1,10,2019,4,62
617,10,12,2019,3,63
618,9,16,2019,10,67
619,1,1,2019,7,61
620,1,13,2019,5,61
621,10,10,2019,3,64
622,1,1,2019,4,69
623,3,10,2019,9,63
624,4,14,2019,6,63
625,1,1,2019,6,64
626,1,1,2019,6,61
627,4,18,2019,5,65
628,1,1,2019,2,62
629,2,12,2019,4,60
630,12,13,2019,7,61
631,1,1,2019,12,63
632,1,1,2019,10,63
633,8,9,2019,12,62
634,1,1,2019,8,63
635,1,9,2019,10,58
636,6,12,2019,4,65
637,9,17,2019,4,62
638,5,17,2019,9,59
639,7,14,2019,7,62
640,2,6,2019,8,76
641,11,12,2019,1,60
642,8,9,2019,10,60
643,1,1,2019,6,62
644,6,8,2019,11,62
645,1,1,2019,2,63
646,2,7,2019,1,61
647,15,16,2019,10,68
648,22,26,2019,10,66
649,2,10,2019,12,67
650,7,8,2019,6,64
651,1,1,2019,11,63
652,2,13,2019,8,66
653,2,7,2019,4,61
654,1,1,2019,7,69
655,12,14,2019,6,66
656,13,14,2019,10,61
657,2,12,2019,5,66
658,1,8,2019,3,62
659,2,4,2019,6,61
660,1,1,2019,11,62
661,1,1,2019,9,68
662,2,2,2019,12,66
663,1,1,2019,11,62
664,12,14,2019,4,63
665,12,12,2019,5,73
666,1,1,2019,10,59
667,7,16,2019,10,65
668,19,27,2019,7,68
669,1,7,2019,10,68
670,1,16,2019,10,68
671,1,1,2019,7,62
672,2,5,2019,4,61
673,14,32,2019,6,66
674,2,9,2019,10,58
675,4,11,2019,6,64
676,3,10,2019,6,68
677,2,13,2019,5,62
678,1,11,2019,9,62
679,9,14,2019,3,59
680,1,1,2019,11,59
681,9,15,2019,9,63
682,1,12,2019,8,65
683,2,12,2019,6,70
684,1,14,2019,10,70
685,1,15,2019,2,62
686,1,10,2019,3,64
687,1,10,2019,1,62
688,1,5,2019,7,61
689,5,20,2019,1,62
690,4,11,2019,8,60
691,15,20,2019,7,63
692,1,7,2019,4,68
693,8,8,2019,7,60
694,2,16,2019,11,59
695,3,12,2019,3,59
696,1,1,2019,5,56
697,1,1,2019,11,64
698,1,10,2019,5,70
699,2,13,2019,10,61
700,1,1,2019,7,57
701,2,12,2019,2,60
702,3,15,2019,12,67
703,1,6,2019,7,69
704,1,2,2019,11,61
705,2,7,2019,7,62
706,2,3,2019,3,68
707,3,6,2019,1,64
708,3,7,2019,5,64
709,2,8,2019,4,66
710,8,13,2019,11,62
711,2,8,2019,5,62
712,1,3,2019,1,59
713,16,19,2019,7,74
714,1,1,2019,6,64
715,4,14,2019,10,61
716,4,6,2019,6,66
717,11,11,2019,6,66
718,5,5,2019,4,63
719,1,13,2019,9,57
720,3,12,2019,7,63
721,1,1,2019,9,65
722,15,16,2019,2,63
723,1,1,2019,5,64
724,1,5,2019,7,69
725,1,1,2019,11,61
726,9,13,2019,6,71
727,1,1,2019,12,59
728,1,1,2019,6,67
729,15,17,2019,8,62
730,2,2,2019,1,59
731,3,9,2019,2,59
732,1,1,2019,1,63
733,1,1,2019,4,58
734,1,1,2019,3,56
735,1,1,2019,11,63
736,2,12,2019,12,66
737,5,14,2019,3,58
738,1,1,2019,4,65
739,1,1,2019,5,72
740,1,1,2019,11,60
741,1,1,2019,2,69
742,1,1,2019,10,61
743,1,1,2019,6,72
744,3,4,2019,7,64
745,1,1,2019,4,61
746,2,3,2019,8,69
747,1,1,2019,11,69
748,5,14,2019,8,63
749,4,15,2019,7,70
750,1,1,2019,11,61
751,1,1,2019,3,66
752,1,10,2019,2,62
753,1,1,2019,5,62
754,1,1,2019,4,67
755,4,9,2019,10,57
756,9,13,2019,10,67
757,5,12,2019,4,57
758,2,11,2019,5,59
759,1,1,2019,5,58
760,3,13,2019,2,63
761,1,1,2019,8,64
762,8,12,2019,4,65
763,1,2,2019,4,67
764,1,1,2019,7,62
765,2,14,2019,10,70
766,9,12,2019,2,59
767,4,13,2019,8,64
768,1,1,2019,7,60
769,1,1,2019,10,64
770,1,1,2019,7,61
771,7,11,2019,8,60
772,1,1,2019,11,61
773,1,1,2019,10,60
774,1,1,2019,11,62
775,1,1,2019,1,67
776,1,1,2019,12,61
777,6,14,2019,12,67
778,1,16,2019,5,61
779,21,23,2019,8,67
780,1,1,2019,6,62
781,14,14,2019,12,65
782,1,4,2019,7,59
783,1,1,2019,8,58
784,2,12,2019,4,56
785,1,1,2019,4,67
786,11,13,2019,5,59
787,1,1,2019,10,63
788,4,14,2019,3,57
789,1,1,2019,1,69
790,13,14,2019,6,60
791,3,10,2019,11,70
792,3,15,2019,11,59
793,3,11,2019,11,73
794,1,32,2019,6,62
795,1,3,2019,6,62
796,1,9,2019,6,62
797,1,2,2019,7,61
798,1,14,2019,12,66
799,1,1,2019,5,59
800,23,32,2019,6,64
801,1,20,2019,12,67
802,16,17,2019,10,70
803,2,13,2019,9,64
804,1,11,2019,10,61
805,6,17,2019,10,68
806,3,4,2019,5,61
807,1,1,2019,4,63
808,8,17,2019,4,60
809,1,2,2019,5,61
810,5,15,2019,7,67
811,1,1,2019,4,65
812,2,2,2019,6,67
813,1,9,2019,10,59
814,7,15,2019,11,61
815,1,5,2019,1,64
816,12,14,2019,8,61
817,3,6,2019,11,70
818,10,10,2019,6,61
819,7,11,2019,6,81
820,1,1,2019,5,71
821,1,1,2019,6,63
822,6,6,2019,1,62
823,1,12,2019,5,73
824,1,1,2019,10,59
825,1,10,2019,11,66
826,1,1,2019,5,58
827,12,17,2019,4,60
828,6,15,2019,11,61
829,3,17,2019,10,68
830,1,1,2019,6,59
831,1,1,2019,4,67
832,1,1,2019,8,72
833,14,16,2020,8,90
834,8,10,2020,3,90
835,9,14,2020,3,93
836,14,18,2020,8,94
837,1,1,2020,12,86
838,10,12,2020,3,89
839,7,13,2020,12,87
840,1,1,2020,4,88
841,1,1,2020,6,90
842,11,14,2020,3,90
843,12,13,2020,3,89
844,11,15,2020,9,84
845,6,8,2020,3,86
846,1,12,2020,8,85
847,12,12,2020,3,86
848,12,14,2020,10,88
849,1,1,2020,10,84
850,3,12,2020,3,84
851,2,14,2020,10,85
852,4,12,2020,3,82
853,1,1,2020,8,84
854,12,14,2020,12,84
855,8,8,2020,11,89
856,1,1,2020,4,81
857,7,13,2020,3,82
858,1,1,2020,9,80
859,9,9,2020,2,81
860,2,13,2020,5,81
861,3,12,2020,5,76
862,4,21,2020,9,80
863,1,1,2020,11,82
864,5,11,2020,3,86
865,3,5,2020,1,82
866,1,1,2020,5,85
867,1,13,2020,6,78
868,5,16,2020,11,80
869,4,13,2020,1,83
870,14,14,2020,10,81
871,1,1,2020,1,83
872,10,10,2020,3,84
873,2,2,2020,6,82
874,2,15,2020,12,80
875,3,14,2020,10,82
876,7,8,2020,3,79
877,1,1,2020,1,90
878,3,14,2020,5,81
879,7,13,2020,6,76
880,5,25,2020,10,80
881,2,16,2020,7,81
882,2,10,2020,2,77
883,1,1,2020,9,88
884,3,16,2020,9,84
885,7,14,2020,3,79
886,8,16,2020,7,80
887,1,1,2020,11,80
888,5,15,2020,9,78
889,1,1,2020,7,86
890,1,1,2020,9,75
891,2,11,2020,3,84
892,1,1,2020,2,73
893,1,15,2020,12,82
894,1,1,2020,9,77
895,1,15,2020,12,79
896,1,1,2020,10,76
897,16,16,2020,9,83
898,1,1,2020,11,80
899,1,1,2020,8,77
900,1,1,2020,1,81
901,5,19,2020,8,77
902,8,17,2020,11,77
903,7,16,2020,4,77
904,4,15,2020,9,78
905,10,14,2020,3,83
906,1,1,2020,10,76
907,2,2,2020,7,75
908,5,20,2020,3,74
909,1,16,2020,7,77
910,1,1,2020,5,80
911,4,16,2020,1,77
912,1,1,2020,7,79
913,1,12,2020,1,75
914,1,1,2020,12,73
915,1,1,2020,11,81
916,1,1,2020,9,80
917,7,15,2020,4,76
918,14,14,2020,11,72
919,1,16,2020,9,83
920,13,14,2020,3,79
921,6,9,2020,6,76
922,1,1,2020,12,77
923,1,4,2020,5,74
924,6,14,2020,7,74
925,4,10,2020,2,75
926,1,1,2020,7,83
927,11,14,2020,10,78
928,1,1,2020,10,84
929,1,1,2020,5,79
930,9,9,2020,10,76
931,1,1,2020,1,75
932,9,16,2020,1,79
933,3,13,2020,2,72
934,7,10,2020,2,73
935,1,1,2020,1,75
936,4,5,2020,7,77
937,2,11,2020,9,76
938,19,19,2020,7,73
939,2,14,2020,3,77
940,9,11,2020,3,81
941,1,1,2020,3,80
942,5,16,2020,6,75
943,3,6,2020,10,74
944,14,21,2020,3,79
945,1,8,2020,11,83
946,1,1,2020,1,73
947,4,14,2020,2,72
948,1,1,2020,2,77
949,2,2,2020,10,75
950,4,17,2020,2,78
951,5,16,2020,7,75
952,1,1,2020,5,74
953,1,1,2020,6,81
954,1,1,2020,4,76
955,10,10,2020,10,78
956,1,1,2020,7,77
957,1,1,2020,9,77
958,1,1,2020,5,77
959,11,12,2020,4,71
960,2,3,2020,2,69
961,4,16,2020,5,78
962,10,15,2020,4,71
963,1,1,2020,10,80
964,5,14,2020,10,73
965,1,1,2020,10,72
966,3,11,2020,6,73
967,11,11,2020,6,75
968,3,18,2020,3,74
969,6,10,2020,10,73
970,2,7,2020,9,73
971,2,15,2020,11,75
972,1,1,2020,9,78
973,4,7,2020,9,73
974,3,15,2020,11,79
975,8,20,2020,2,81
976,2,15,2020,5,71
977,1,1,2020,10,77
978,1,1,2020,7,75
979,1,1,2020,12,73
980,1,1,2020,11,74
981,1,1,2020,12,82
982,1,1,2020,2,77
983,1,2,2020,7,75
984,1,1,2020,7,73
985,1,1,2020,2,80
986,1,1,2020,6,72
987,1,1,2020,9,74
988,17,21,2020,5,76
989,1,1,2020,3,73
990,4,10,2020,7,73
991,1,1,2020,6,74
992,6,8,2020,3,71
993,1,1,2020,5,73
994,3,12,2020,3,72
995,11,12,2020,4,71
996,11,16,2020,7,73
997,2,12,2020,7,70
998,14,16,2020,7,73
999,3,9,2020,3,72
1000,9,16,2020,7,74
1001,1,9,2020,4,78
1002,1,1,2020,9,69
1003,2,9,2020,3,75
1004,1,1,2020,8,70
1005,1,1,2020,11,79
1006,1,13,2020,10,79
1007,1,1,2020,4,72
1008,4,8,2020,5,73
1009,1,1,2020,5,75
1010,5,12,2020,4,70
1011,1,1,2020,7,71
1012,1,1,2020,11,73
1013,8,19,2020,8,74
1014,6,16,2020,7,73
1015,1,1,2020,1,75
1016,3,12,2020,8,72
1017,10,16,2020,7,73
1018,1,1,2020,9,75
1019,3,15,2020,9,73
1020,2,12,2020,8,71
1021,1,1,2020,9,80
1022,10,15,2020,3,75
1023,3,16,2020,7,73
1024,2,18,2020,5,76
1025,4,15,2020,11,78
1026,7,20,2020,2,78
1027,1,1,2020,2,70
1028,5,7,2020,6,73
1029,1,7,2020,6,72
1030,2,12,2020,3,74
1031,13,21,2020,3,78
1032,5,8,2020,10,76
1033,2,14,2020,12,75
1034,1,1,2020,9,78
1035,8,13,2020,3,74
1036,1,12,2020,3,71
1037,9,13,2020,3,69
1038,4,8,2020,3,70
1039,2,7,2020,12,69
1040,12,41,2020,1,76
1041,1,1,2020,8,73
1042,1,1,2020,8,76
1043,1,1,2020,7,73
1044,1,7,2020,9,70
1045,2,5,2020,10,76
1046,4,13,2020,6,71
1047,3,15,2020,12,72
1048,1,1,2020,7,76
1049,4,11,2020,3,78
1050,11,20,2020,2,78
1051,4,12,2020,7,70
1052,3,16,2020,1,72
1053,1,2,2020,12,72
1054,4,14,2020,10,72
1055,3,11,2020,6,71
1056,2,11,2020,6,71
1057,1,1,2020,12,69
1058,9,14,2020,10,71
1059,6,8,2020,3,71
1060,12,12,2020,3,72
1061,2,14,2020,6,77
1062,1,1,2020,2,72
1063,2,12,2020,4,68
1064,2,9,2020,6,70
1065,7,16,2020,7,72
1066,1,1,2020,6,73
1067,5,12,2020,7,68
1068,1,1,2020,9,71
