,Track_Number,Total_Tracks,Year_Released,Month_Released,Popularity
2066,3,7,2021,3,82
2067,1,1,2021,8,75
2068,1,2,2021,9,79
2069,1,4,2021,10,81
2070,1,1,2021,11,71
2071,5,9,2021,11,74
2072,1,1,2021,8,73
2073,1,1,2021,4,76
2074,1,4,2021,9,76
2075,1,1,2021,7,74
2076,4,9,2021,11,74
2077,5,11,2021,4,75
2078,14,30,2021,11,75
2079,7,13,2021,3,69
2080,1,1,2021,7,84
2081,10,30,2021,11,74
2082,2,6,2021,3,74
2083,1,1,2021,9,71
2084,1,10,2021,11,71
2085,1,4,2021,2,69
2086,1,1,2021,3,74
2087,1,1,2021,9,76
2088,1,1,2021,12,80
2089,1,10,2021,3,78
2090,9,9,2021,11,74
2091,1,2,2021,9,75
2092,2,14,2021,6,79
2093,5,14,2021,7,76
2094,3,11,2021,3,74
2095,1,1,2021,2,76
2096,1,10,2021,1,76
2097,4,14,2021,12,87
2098,1,1,2021,9,70
2099,10,11,2021,5,76
2100,1,1,2021,2,82
2101,1,1,2021,8,71
2102,1,1,2021,6,76
2103,5,16,2021,7,75
2104,1,1,2021,5,70
2105,10,12,2021,10,87
2106,1,1,2021,5,70
2107,3,3,2021,12,73
2108,1,1,2021,9,72
2109,1,8,2021,5,79
2110,1,1,2021,8,74
2111,9,30,2021,11,74
2112,1,6,2021,6,79
2113,1,1,2021,9,72
2114,7,30,2021,11,74
2115,1,1,2021,1,74
2116,13,13,2021,3,72
2117,1,1,2021,1,76
2118,1,1,2021,9,77
2119,1,1,2021,2,82
2120,3,16,2021,10,72
2121,1,1,2021,12,74
2122,9,13,2021,3,74
2123,2,8,2021,5,79
2124,1,1,2021,11,73
2125,1,1,2021,2,74
2126,2,6,2021,4,80
2127,1,2,2021,12,72
2128,3,3,2021,3,74
2129,1,1,2021,5,76
2130,18,30,2021,11,73
2131,5,14,2021,4,73
2132,2,15,2021,9,69
2133,2,14,2021,8,81
2134,11,20,2021,11,71
2135,16,30,2021,11,73
2136,3,26,2021,4,74
2137,1,1,2021,3,74
2138,10,14,2021,6,73
2139,16,20,2021,7,79
2140,18,21,2021,9,72
2141,1,1,2021,4,87
2142,11,30,2021,11,73
2143,2,10,2021,12,81
2144,1,1,2021,8,71
2145,14,16,2021,7,75
2146,1,1,2021,5,81
2147,1,1,2021,9,73
2148,9,15,2021,9,74
2149,1,1,2021,7,74
2150,1,2,2021,4,73
2151,1,1,2021,1,73
2152,6,9,2021,11,72
2153,7,14,2021,6,72
2154,3,8,2021,11,73
2155,1,1,2021,2,75
2156,15,21,2021,9,73
2157,1,1,2021,4,73
2158,1,1,2021,12,81
2159,1,1,2021,10,75
2160,1,1,2021,10,77
2161,4,16,2021,3,79
2162,1,1,2021,7,76
2163,1,6,2021,10,70
2164,6,14,2021,12,81
2165,1,1,2021,11,77
2166,7,9,2021,11,72
2167,3,14,2021,6,73
2168,1,1,2021,11,82
2169,1,1,2021,9,72
2170,15,16,2021,3,77
2171,3,17,2021,12,69
2172,1,14,2021,5,73
2173,4,16,2021,7,74
2174,1,1,2021,8,75
2175,5,23,2021,7,70
2176,1,14,2021,12,82
2177,13,16,2021,3,76
2178,1,1,2021,3,70
2179,1,1,2021,12,72
2180,9,14,2021,10,79
2181,1,3,2021,8,78
2182,5,13,2021,3,74
2183,1,11,2021,4,72
2184,1,1,2021,5,73
2185,1,1,2021,2,85
2186,10,18,2021,2,80
2187,1,1,2021,4,72
2188,3,29,2021,9,75
2189,1,1,2021,9,70
2190,6,16,2021,7,74
2191,1,1,2021,1,73
2192,1,4,2021,11,69
2193,1,1,2021,2,77
2194,12,30,2021,11,72
2195,2,19,2021,6,71
2196,4,20,2021,11,70
2197,1,1,2021,12,74
2198,1,3,2021,6,72
2199,17,30,2021,11,72
2200,6,14,2021,4,73
2201,19,20,2021,11,70
2202,13,30,2021,11,72
2203,16,21,2021,9,75
2204,1,1,2021,12,71
2205,1,1,2021,6,73
2206,6,10,2021,9,72
2207,3,5,2021,3,78
2208,1,1,2021,6,80
2209,4,18,2021,10,71
2210,4,11,2021,9,68
2211,7,16,2021,6,70
2212,1,1,2021,12,71
2213,11,21,2021,9,71
2214,2,3,2021,12,72
2215,3,14,2021,10,78
2216,7,13,2021,6,75
2217,8,21,2021,11,72
2218,1,2,2021,6,68
2219,1,1,2021,12,71
2220,22,26,2021,4,72
2221,1,1,2021,6,70
2222,1,1,2021,5,71
2223,2,12,2021,8,73
2224,1,1,2021,4,72
2225,1,1,2021,4,72
2226,13,17,2021,12,72
2227,1,1,2021,9,69
2228,10,15,2021,9,73
2229,1,1,2021,10,85
2230,1,1,2021,7,78
2231,12,13,2021,3,66
2232,1,1,2021,6,81
2233,9,20,2021,11,69
2234,15,30,2021,11,71
2235,1,1,2021,8,77
2236,1,10,2021,7,73
2237,6,11,2021,4,71
2238,1,4,2021,4,74
2239,1,1,2021,6,69
2240,1,3,2021,12,72
2241,8,16,2021,10,71
2242,14,21,2021,9,72
2243,1,1,2021,12,74
2244,3,15,2021,10,69
2245,23,25,2021,10,76
2246,10,20,2021,11,69
2247,17,21,2021,9,71
2248,2,7,2021,10,77
2249,10,12,2021,8,70
2250,3,6,2021,9,75
2251,9,11,2021,11,74
2252,1,1,2021,2,80
2253,5,13,2021,5,69
2254,1,1,2021,12,73
2255,14,16,2021,10,71
2256,1,12,2021,3,71
2257,2,9,2021,11,72
2258,12,13,2021,3,70
2259,1,1,2021,8,78
2260,1,3,2021,2,72
2261,1,1,2021,10,78
2262,4,13,2021,1,68
2263,1,26,2021,4,71
2264,1,20,2021,11,69
2265,1,2,2021,9,74
2266,1,9,2021,8,71
2267,2,10,2021,6,68
2268,19,30,2021,11,71
2269,3,11,2021,10,72
2270,6,16,2021,3,74
2271,1,2,2021,9,68
2272,15,19,2021,6,70
2273,1,1,2021,6,72
2274,1,1,2021,10,78
2275,5,12,2021,10,81
2276,2,17,2021,1,71
2277,1,16,2021,3,71
2278,15,17,2021,12,73
2279,1,1,2021,7,69
2280,1,12,2021,11,71
2281,2,13,2021,3,70
2282,10,17,2021,2,72
2283,1,1,2021,7,82
2284,2,8,2021,10,78
2285,11,16,2021,7,73
2286,1,1,2021,12,74
2287,1,10,2021,10,69
2288,20,30,2021,11,70
2289,1,1,2021,10,73
2290,1,1,2021,3,70
2291,1,2,2021,12,72
2292,8,19,2021,6,70
2293,8,19,2021,2,79
2294,2,15,2021,9,72
2295,1,1,2021,8,69
2296,1,1,2021,4,79
2297,3,13,2021,5,68
2298,8,9,2021,11,70
2299,1,1,2021,10,72
2300,1,11,2021,6,68
2301,13,20,2021,11,68
2302,5,20,2021,11,68
2303,17,19,2021,2,71
2304,1,1,2021,7,74
2305,1,2,2021,7,68
2306,1,6,2021,8,77
2307,1,1,2021,10,68
2308,17,29,2021,9,72
2309,3,16,2021,3,73
2310,1,19,2021,6,71
2311,11,12,2021,8,73
2312,1,1,2021,10,75
2313,7,11,2021,12,71
2314,1,1,2021,9,77
2315,1,1,2021,4,67
2316,7,12,2021,11,70
2317,11,11,2021,11,75
2318,1,4,2021,3,69
2319,10,16,2021,7,72
2320,11,13,2021,10,67
2321,13,14,2021,6,70
2322,1,1,2021,4,73
2323,1,14,2021,10,71
2324,14,18,2021,7,70
2325,1,1,2021,10,68
2326,1,6,2021,11,74
2327,7,10,2021,7,73
2328,1,1,2021,8,78
2329,1,1,2021,9,71
2330,1,1,2021,4,87
2331,1,2,2021,12,70
2332,1,1,2021,6,73
2333,1,1,2021,4,72
2334,1,1,2021,5,68
2335,1,1,2021,10,70
2336,25,30,2021,11,69
2337,5,16,2021,10,69
2338,1,1,2021,7,72
2339,1,4,2021,11,79
2340,1,1,2021,8,83
2341,1,1,2021,7,66
2342,1,1,2021,2,70
2343,1,1,2021,9,77
2344,11,15,2021,7,68
2345,1,1,2021,10,66
2346,1,1,2021,6,65
2347,5,19,2021,6,70
2348,15,15,2021,9,71
2349,1,7,2021,10,70
2350,1,1,2021,6,68
2351,3,10,2021,1,70
2352,1,1,2021,2,67
2353,1,1,2021,9,68
2354,1,1,2021,10,81
2355,2,14,2021,12,80
2356,11,14,2021,12,80
2357,4,30,2021,11,72
2358,1,1,2021,11,70
2359,1,1,2021,3,72
2360,1,1,2021,9,83
2361,1,16,2021,2,67
2362,1,1,2021,5,72
2363,1,2,2021,3,74
2364,1,6,2021,4,77
2365,1,1,2021,12,69
2366,1,1,2021,9,65
2367,1,1,2021,7,67
2368,2,8,2021,10,73
2369,1,1,2021,1,76
2370,1,1,2021,9,67
2371,11,13,2021,8,70
2372,1,1,2021,10,70
2373,9,11,2021,12,70
2374,1,1,2021,6,72
2375,1,1,2021,12,72
2376,1,6,2021,7,69
2377,1,1,2021,12,78
2378,17,17,2021,1,69
2379,5,16,2021,9,67
2380,19,19,2021,6,68
2381,6,12,2021,10,69
2382,5,16,2021,3,73
2383,1,1,2021,10,71
2384,2,11,2021,3,74
2385,3,12,2021,10,70
2386,1,1,2021,1,77
2387,6,14,2021,1,66
2388,13,15,2021,9,71
2389,9,11,2021,3,68
2390,1,1,2021,9,73
2391,14,14,2021,1,66
2392,20,21,2021,9,70
2393,2,4,2021,9,77
2394,8,11,2021,3,69
2395,5,16,2021,7,66
2396,1,1,2021,1,67
2397,16,18,2021,9,70
2398,1,1,2021,10,73
2399,10,14,2021,5,72
2400,1,11,2021,3,69
2401,1,1,2021,6,65
2402,1,10,2021,1,71
2403,2,5,2021,12,76
2404,1,1,2021,10,70
2405,11,26,2021,4,69
2406,2,15,2021,11,80
2407,1,1,2021,11,69
2408,1,1,2021,4,67
2409,1,1,2021,6,67
2410,1,16,2021,8,76
2411,2,17,2021,12,69
2412,1,1,2021,12,71
2413,1,11,2021,11,71
2414,12,14,2021,6,69
2415,11,19,2021,6,68
2416,2,2,2021,3,73
2417,8,15,2021,10,69
2418,2,11,2021,3,69
2419,1,1,2021,5,74
2420,14,18,2021,9,70
2421,8,16,2021,3,70
2422,1,1,2021,10,78
2423,10,13,2021,3,67
2424,11,15,2021,9,70
2425,9,14,2021,9,65
2426,1,1,2021,7,68
2427,8,21,2021,6,68
2428,1,1,2021,11,65
2429,14,14,2021,5,72
2430,1,1,2021,5,79
2431,4,18,2021,7,68
2432,18,19,2021,6,69
2433,2,9,2021,7,75
2434,1,1,2021,10,77
2435,10,11,2021,4,80
2436,4,15,2021,9,66
2437,1,1,2021,9,65
2438,1,1,2021,6,79
2439,3,12,2021,7,78
2440,1,1,2021,5,74
2441,6,11,2021,5,68
2442,1,1,2021,9,65
2443,1,17,2021,1,70
2444,1,2,2021,3,70
2445,1,1,2021,10,70
2446,7,18,2021,2,72
2447,9,16,2021,7,71
2448,1,16,2021,3,73
2449,1,1,2021,8,80
2450,1,1,2021,6,75
2451,1,1,2021,10,69
2452,4,17,2021,12,71
2453,5,7,2021,10,71
2454,6,8,2021,1,68
2455,1,1,2021,9,67
2456,1,1,2021,10,71
2457,2,9,2021,12,69
2458,1,1,2021,6,80
2459,1,1,2021,1,69
2460,4,16,2021,2,67
2461,1,1,2021,4,67
2462,1,1,2021,9,74
2463,1,1,2021,1,70
2464,5,11,2021,12,70
2465,4,12,2021,8,70
2466,1,1,2021,3,76
2467,7,8,2021,11,66
2468,3,17,2021,1,69
2469,15,17,2021,11,69
2470,1,1,2021,2,75
2471,1,1,2021,10,71
2472,1,1,2021,4,80
2473,1,1,2021,9,70
2474,6,15,2021,10,71
2475,1,1,2021,9,66
2476,2,17,2021,2,71
2477,2,26,2021,4,68
2478,16,16,2021,3,75
2479,8,15,2021,9,69
2480,17,20,2021,9,68
2481,2,14,2021,9,64
2482,7,16,2021,10,67
2483,1,1,2021,1,70
2484,1,9,2021,11,69
2485,1,1,2021,10,69
2486,5,12,2021,7,75
2487,3,9,2021,12,68
2488,1,23,2021,7,66
2489,10,14,2021,8,75
2490,1,1,2021,2,70
2491,5,17,2021,11,69
2492,6,19,2021,5,65
2493,10,21,2021,10,65
2494,1,10,2021,6,69
2495,1,1,2021,3,68
2496,1,12,2021,8,68
2497,9,14,2021,6,72
2498,1,11,2021,2,67
2499,1,1,2021,9,68
2500,1,1,2021,10,69
2501,1,2,2021,12,68
2502,1,1,2021,8,71
2503,7,26,2021,12,67
2504,6,14,2021,3,66
2505,4,17,2021,1,68
2506,4,13,2021,12,63
2507,6,11,2021,12,69
2508,1,1,2021,3,67
2509,7,23,2021,5,65
2510,1,1,2021,5,66
2511,4,9,2021,12,67
2512,2,14,2021,8,68
2513,1,1,2021,5,67
2514,1,1,2021,5,67
2515,1,2,2021,9,68
2516,1,1,2021,6,65
2517,1,1,2021,9,70
2518,1,1,2021,1,74
2519,1,1,2021,11,81
2520,1,1,2021,12,65
2521,17,19,2021,6,68
2522,1,1,2021,5,75
2523,1,1,2021,12,90
2524,10,11,2021,3,67
2525,1,1,2021,10,75
2526,1,1,2021,1,69
2527,6,10,2021,3,71
2528,6,13,2021,3,70
2529,1,1,2021,4,68
2530,1,1,2021,4,69
2531,11,12,2021,8,70
2532,21,21,2021,9,67
2533,1,3,2021,12,66
2534,8,14,2021,4,70
2535,8,12,2021,12,72
2536,1,16,2021,10,67
2537,10,17,2021,1,67
2538,1,1,2021,11,76
2539,6,19,2021,6,68
2540,1,1,2021,10,67
2541,12,16,2021,10,66
2542,1,1,2021,10,63
2543,1,1,2021,6,68
2544,5,14,2021,12,76
2545,25,25,2021,10,74
2546,1,1,2021,6,69
2547,1,1,2021,11,74
2548,1,3,2021,7,69
2549,21,30,2021,11,68
2550,5,7,2021,10,72
2551,1,1,2021,7,66
2552,1,4,2021,4,83
2553,6,17,2021,12,68
2554,3,17,2021,12,68
2555,14,20,2021,11,66
2556,1,1,2021,10,66
2557,5,26,2021,4,68
2558,1,1,2021,5,78
2559,1,1,2021,9,76
2560,2,16,2021,11,71
2561,4,11,2021,3,67
2562,1,4,2021,12,68
2563,1,1,2021,3,65
2564,2,7,2021,10,68
2565,24,26,2021,4,68
2566,15,23,2021,5,65
2567,2,3,2021,12,64
2568,2,2,2021,3,67
2569,1,1,2021,10,70
2570,1,1,2021,10,68
2571,11,14,2021,10,72
2572,1,14,2021,10,74
2573,1,1,2021,3,70
2574,13,17,2021,11,69
2575,2,21,2021,10,65
2576,1,1,2021,6,70
2577,1,2,2021,7,77
2578,2,3,2021,11,74
2579,1,11,2021,6,64
2580,1,1,2021,9,71
2581,1,1,2021,8,69
2582,1,1,2021,12,67
2583,4,26,2021,4,67
2584,1,1,2021,10,70
2585,1,8,2021,3,80
2586,1,1,2021,10,65
2587,1,1,2021,11,73
2588,6,20,2021,11,65
2589,1,1,2021,11,69
2590,1,1,2021,1,66
2591,5,23,2021,5,65
2592,3,16,2021,11,71
2593,1,1,2021,4,65
2594,2,11,2021,12,68
2595,9,10,2021,7,69
2596,1,1,2021,2,63
2597,7,20,2021,11,65
2598,7,15,2021,9,69
2599,15,15,2021,7,66
2600,6,17,2021,1,67
2601,1,9,2021,3,74
2602,13,17,2021,2,70
2603,1,1,2021,10,71
2604,7,19,2021,6,67
2605,6,9,2021,12,67
2606,9,19,2021,6,66
2607,3,15,2021,5,76
2608,2,23,2021,2,69
2609,1,1,2021,5,67
2610,3,13,2021,3,62
2611,1,1,2021,3,71
2612,2,2,2021,10,70
2613,4,6,2021,10,65
2614,1,1,2021,7,73
2615,2,7,2021,6,73
2616,1,1,2021,1,68
2617,2,10,2021,5,67
2618,1,10,2021,5,74
2619,11,14,2021,6,67
2620,1,7,2021,3,70
2621,1,2,2021,2,67
2622,1,2,2021,3,72
2623,8,30,2021,11,69
2624,12,20,2021,11,65
2625,1,1,2021,3,66
2626,5,11,2021,3,71
2627,6,14,2021,10,74
2628,25,26,2021,4,67
2629,4,17,2021,11,68
2630,3,13,2021,8,65
2631,1,1,2021,6,66
2632,1,1,2021,11,71
2633,1,1,2021,11,73
2634,3,14,2021,1,63
2635,1,2,2021,9,71
2636,9,44,2021,11,71
2637,10,18,2021,7,65
2638,6,10,2021,7,68
2639,1,1,2021,8,66
2640,1,1,2021,6,69
2641,1,1,2021,11,70
2642,1,1,2021,12,65
2643,1,1,2021,7,65
2644,2,2,2021,1,73
2645,1,1,2021,1,81
2646,19,19,2021,6,67
2647,1,1,2021,10,63
2648,21,21,2021,6,64
2649,1,1,2021,3,64
2650,7,11,2021,3,66
2651,3,15,2021,9,63
2652,1,1,2021,1,67
2653,1,1,2021,6,67
2654,7,12,2021,9,67
2655,1,2,2021,11,67
2656,1,1,2021,2,67
2657,19,26,2021,4,66
2658,2,16,2021,10,66
2659,4,12,2021,3,68
2660,1,1,2021,8,70
2661,7,14,2021,4,67
2662,1,1,2021,2,78
2663,1,15,2021,5,65
2664,1,2,2021,1,68
2665,7,14,2021,10,73
2666,1,1,2021,7,65
2667,1,1,2021,11,70
2668,1,1,2021,8,75
2669,2,19,2021,6,67
2670,1,1,2021,2,64
2671,9,15,2021,9,63
2672,1,1,2021,3,64
2673,7,11,2021,11,72
2674,3,16,2021,8,65
2675,1,1,2021,6,67
2676,10,13,2021,5,64
2677,1,1,2021,6,66
2678,8,14,2021,10,73
2679,1,5,2021,11,68
2680,3,14,2021,8,73
2681,1,1,2021,8,74
2682,1,1,2021,6,77
2683,6,30,2021,11,68
2684,1,1,2021,12,66
2685,4,13,2021,4,67
2686,11,17,2021,1,66
2687,8,9,2021,12,67
2688,1,1,2021,6,76
2689,2,15,2021,7,66
2690,1,1,2021,7,70
2691,1,1,2021,5,64
2692,17,18,2021,2,69
2693,1,1,2021,1,71
2694,6,6,2021,8,64
2695,1,1,2021,10,66
2696,1,1,2021,7,70
2697,1,1,2021,4,66
2698,1,5,2021,5,70
2699,1,1,2021,12,65
2700,1,18,2021,10,66
2701,1,1,2021,8,67
2702,15,15,2021,10,67
2703,5,8,2021,10,74
2704,7,17,2021,1,66
2705,6,10,2021,12,70
2706,1,1,2021,7,66
2707,1,1,2021,7,79
2708,1,2,2021,7,79
2709,1,1,2021,12,66
2710,1,2,2021,3,62
2711,1,11,2021,9,68
2712,12,17,2021,1,66
2713,9,17,2021,1,66
2714,6,6,2021,3,66
2715,12,18,2021,7,65
2716,4,9,2021,11,65
2717,9,17,2021,11,67
2718,1,1,2021,12,71
2719,1,1,2021,4,64
2720,13,14,2021,4,69
2721,2,16,2021,9,74
2722,6,11,2021,3,65
2723,3,4,2021,6,71
2724,1,1,2021,9,65
2725,7,16,2021,11,69
2726,3,18,2021,7,65
2727,3,12,2021,3,61
2728,1,1,2021,8,68
2729,1,1,2021,9,74
2730,1,1,2021,4,66
2731,1,1,2021,6,67
2732,9,26,2021,4,66
2733,9,13,2021,8,66
2734,10,15,2021,10,67
2735,13,21,2021,6,65
2736,2,16,2021,3,70
2737,2,7,2021,2,64
2738,4,12,2021,5,82
2739,10,11,2021,4,66
2740,2,6,2021,6,72
2741,2,10,2021,6,67
2742,1,1,2021,11,70
2743,1,1,2021,6,67
2744,14,21,2021,11,66
2745,1,1,2021,11,72
2746,16,20,2021,11,63
2747,2,15,2021,9,62
2748,1,1,2021,12,72
2749,1,1,2021,9,63
2750,2,10,2021,7,68
2751,1,1,2021,10,75
2752,1,1,2021,5,70
2753,1,1,2021,3,69
2754,10,14,2021,10,72
2755,1,3,2021,3,70
2756,1,1,2021,4,69
2757,1,1,2021,10,71
2758,8,9,2021,11,68
2759,2,23,2021,5,63
2760,1,1,2021,10,66
2761,2,6,2021,3,69
2762,6,11,2021,11,68
2763,5,8,2021,2,64
2764,1,1,2021,11,69
2765,2,13,2021,3,60
2766,9,17,2021,12,68
2767,6,11,2021,4,74
2768,4,14,2021,9,62
2769,1,7,2021,10,66
2770,1,2,2021,1,69
2771,1,1,2021,5,64
2772,1,1,2021,9,63
2773,2,2,2021,7,64
2774,1,1,2021,6,63
2775,4,12,2021,4,66
2776,22,30,2021,11,65
2777,1,1,2021,12,68
2778,1,1,2021,10,69
2779,23,26,2021,4,66
2780,9,16,2021,10,64
2781,1,1,2021,6,63
2782,1,1,2021,11,64
2783,4,11,2021,9,63
2784,1,1,2021,4,64
2785,1,1,2021,11,76
2786,12,14,2021,10,74
2787,19,22,2021,3,67
2788,3,11,2021,4,66
2789,1,1,2021,9,64
2790,8,17,2021,1,66
2791,8,14,2021,12,73
2792,2,7,2021,10,63
2793,5,21,2018,11,91
2794,1,2,2018,11,87
2795,2,12,2018,10,86
2796,7,15,2018,4,83
2797,1,1,2018,4,89
2798,9,21,2018,11,84
2799,6,7,2018,10,79
2800,1,1,2018,8,85
2801,9,19,2018,11,82
2802,13,15,2018,4,79
2803,1,17,2018,5,85
2804,1,1,2018,3,82
2805,1,1,2018,1,83
2806,1,7,2018,3,83
2807,6,12,2018,10,82
2808,1,5,2018,8,81
2809,2,12,2018,11,83
2810,7,13,2018,4,82
2811,1,6,2018,10,81
2812,12,34,2018,10,86
2813,5,25,2018,6,84
2814,3,6,2018,10,79
2815,1,16,2018,6,83
2816,1,1,2018,1,78
2817,1,1,2018,2,78
2818,1,1,2018,6,82
2819,3,5,2018,4,78
2820,4,12,2018,11,86
2821,1,1,2018,3,84
2822,3,13,2018,11,85
2823,5,15,2018,8,81
2824,3,13,2018,8,79
2825,7,14,2018,3,83
2826,1,1,2018,6,78
2827,13,13,2018,10,78
2828,7,11,2018,6,75
2829,14,16,2018,4,78
2830,4,11,2018,1,82
2831,4,13,2018,4,76
2832,4,25,2018,6,79
2833,13,16,2018,6,80
2834,2,13,2018,5,83
2835,1,4,2018,5,80
2836,13,16,2018,10,76
2837,10,18,2018,4,84
2838,1,5,2018,9,81
2839,1,1,2018,10,81
2840,12,13,2018,4,74
2841,10,15,2018,8,80
2842,6,14,2018,9,78
2843,9,9,2018,6,87
2844,11,15,2018,11,78
2845,3,16,2018,10,76
2846,1,1,2018,7,78
2847,3,8,2018,10,75
2848,2,11,2018,6,74
2849,1,1,2018,2,76
2850,1,1,2018,4,74
2851,1,1,2018,6,72
2852,1,1,2018,2,76
2853,1,1,2018,4,84
2854,1,1,2018,4,76
2855,2,7,2018,12,75
2856,1,1,2018,8,76
2857,1,1,2018,6,76
2858,6,24,2018,1,78
2859,3,13,2018,10,76
2860,13,13,2018,3,74
2861,4,13,2018,2,73
2862,1,1,2018,3,76
2863,1,1,2018,4,79
2864,4,16,2018,8,74
2865,5,19,2018,9,74
2866,2,3,2018,6,75
2867,10,16,2018,4,78
2868,1,10,2018,12,76
2869,1,16,2018,2,76
2870,1,6,2018,5,73
2871,5,15,2018,3,76
2872,4,11,2018,1,71
2873,3,3,2018,6,74
2874,13,15,2018,7,74
2875,7,7,2018,5,72
2876,1,1,2018,2,82
2877,1,1,2018,2,76
2878,2,7,2018,12,73
2879,17,24,2018,1,75
2880,1,1,2018,5,77
2881,1,8,2018,10,75
2882,4,19,2018,4,75
2883,7,10,2018,10,76
2884,3,8,2018,10,80
2885,5,10,2018,12,73
2886,1,1,2018,9,79
2887,9,24,2018,1,73
2888,4,11,2018,3,79
2889,6,6,2018,5,72
2890,3,14,2018,8,71
2891,4,6,2018,3,69
2892,10,21,2018,11,78
2893,1,7,2018,12,76
2894,1,12,2018,11,77
2895,1,1,2018,8,71
2896,1,13,2018,1,73
2897,1,1,2018,2,74
2898,1,14,2018,5,78
2899,1,1,2018,8,77
2900,2,8,2018,6,71
2901,6,13,2018,4,72
2902,9,19,2018,10,81
2903,1,4,2018,6,78
2904,5,14,2018,5,78
2905,2,14,2018,6,77
2906,1,26,2018,8,81
2907,6,13,2018,10,73
2908,1,1,2018,10,73
2909,5,5,2018,11,73
2910,17,22,2018,2,81
2911,1,1,2018,1,74
2912,3,24,2018,1,74
2913,3,7,2018,10,74
2914,1,1,2018,11,74
2915,1,1,2018,10,76
2916,1,1,2018,11,81
2917,8,13,2018,3,74
2918,10,11,2018,6,74
2919,1,1,2018,6,77
2920,9,15,2018,8,75
2921,1,13,2018,3,71
2922,4,23,2018,9,71
2923,7,15,2018,8,71
2924,2,6,2018,5,70
2925,1,1,2018,9,79
2926,12,14,2018,2,72
2927,1,1,2018,1,75
2928,15,15,2018,5,70
2929,10,19,2018,8,72
2930,2,11,2018,5,80
2931,2,10,2018,4,78
2932,14,14,2018,6,73
2933,12,25,2018,7,71
2934,3,9,2018,10,69
2935,2,2,2018,7,73
2936,1,1,2018,3,73
2937,5,13,2018,4,70
2938,3,13,2018,3,70
2939,3,5,2018,11,71
2940,4,9,2018,6,72
2941,9,9,2018,10,77
2942,4,13,2018,1,71
2943,1,15,2018,2,70
2944,11,13,2018,12,74
2945,5,12,2018,10,73
2946,1,13,2018,3,69
2947,4,9,2018,7,78
2948,1,1,2018,5,76
2949,8,23,2018,9,70
2950,1,1,2018,5,73
2951,1,1,2018,1,78
2952,1,11,2018,1,77
2953,5,16,2018,4,74
2954,6,12,2018,11,72
2955,3,15,2018,4,69
2956,1,1,2018,4,70
2957,3,14,2018,8,72
2958,10,13,2018,4,69
2959,9,9,2018,12,69
2960,1,1,2018,12,69
2961,3,7,2018,3,72
2962,2,16,2018,6,67
2963,12,13,2018,3,69
2964,10,12,2018,11,73
2965,2,4,2018,11,74
2966,6,16,2018,4,69
2967,13,16,2018,4,72
2968,5,25,2018,6,73
2969,13,15,2018,8,73
2970,2,7,2018,3,74
2971,6,13,2018,2,70
2972,1,1,2018,8,70
2973,10,12,2018,9,75
2974,16,16,2018,6,68
2975,1,1,2018,5,75
2976,1,1,2018,4,70
2977,1,1,2018,3,71
2978,6,14,2018,5,74
2979,4,13,2018,5,75
2980,11,18,2018,12,73
2981,1,3,2018,6,82
2982,1,1,2018,6,76
2983,19,19,2018,9,70
2984,13,13,2018,4,69
2985,3,4,2018,11,77
2986,5,22,2018,2,74
2987,4,7,2018,7,70
2988,16,16,2018,10,70
2989,5,17,2018,7,73
2990,2,14,2018,5,76
2991,6,7,2018,2,70
2992,9,9,2018,4,70
2993,12,13,2018,3,73
2994,1,1,2018,3,73
2995,1,2,2018,9,69
2996,1,1,2018,8,71
2997,4,11,2018,6,67
2998,1,1,2018,10,71
2999,1,1,2018,4,71
3000,1,8,2018,8,76
3001,14,14,2018,2,72
3002,1,1,2018,11,76
3003,4,12,2018,10,71
3004,1,1,2018,4,70
3005,1,1,2018,3,69
3006,9,15,2018,5,69
3007,1,1,2018,8,69
3008,5,15,2018,4,68
3009,3,8,2018,11,70
3010,3,12,2018,10,72
3011,1,1,2018,10,77
3012,29,29,2018,12,79
3013,5,14,2018,2,73
3014,8,16,2018,6,74
3015,4,8,2018,11,71
3016,2,13,2018,11,68
3017,16,16,2018,10,70
3018,1,1,2018,10,68
3019,4,12,2018,9,69
3020,1,11,2018,8,69
3021,9,26,2018,8,77
3022,2,8,2018,10,69
3023,5,7,2018,3,72
3024,5,9,2018,3,69
3025,2,12,2018,1,67
3026,8,15,2018,8,71
3027,8,13,2018,4,67
3028,10,14,2018,8,74
3029,11,16,2018,2,70
3030,12,12,2018,5,66
3031,4,5,2018,7,67
3032,11,15,2018,6,71
3033,3,6,2018,11,65
3034,9,9,2018,6,69
3035,1,1,2018,6,82
3036,4,7,2018,5,68
3037,2,9,2018,4,70
3038,3,26,2018,8,75
3039,1,1,2018,4,69
3040,3,11,2018,5,76
3041,7,27,2018,5,70
3042,15,26,2018,8,78
3043,15,16,2018,6,66
3044,1,1,2018,10,69
3045,2,9,2018,3,69
3046,1,1,2018,5,77
3047,3,6,2018,8,72
3048,1,1,2018,8,78
3049,1,15,2018,12,77
3050,15,16,2018,2,69
3051,7,11,2018,5,76
3052,4,15,2018,8,70
3053,3,7,2018,12,68
3054,2,9,2018,6,64
3055,13,13,2018,3,69
3056,1,1,2018,10,77
3057,8,11,2018,5,75
3058,9,16,2018,6,65
3059,1,10,2018,3,67
3060,1,1,2018,9,68
3061,2,17,2018,5,75
3062,3,16,2018,4,71
